onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
5.121	3.4	word	1	1	0.837
8.523	1.7	confidence	4	n/a	0.544
11.642	3.4	word	1	2	1.721
15.045	1.7	confidence	3	n/a	0.298
17.446	3.4	word	1	2	1.663
20.849	1.7	confidence	3	n/a	0.644
23.35	3.4	word	2	1	2.063
26.753	1.7	confidence	2	n/a	0.652
30.939	3.4	word	1	1	2.162
34.342	1.7	confidence	2	n/a	0.322
40.763	3.4	word	1	2	0.895
44.166	1.7	confidence	3	n/a	0.425
47.868	3.4	word	1	2	1.139
51.271	1.7	confidence	3	n/a	0.396
53.089	3.4	word	2	1	0.793
56.491	1.7	confidence	3	n/a	0.474
58.393	3.4	word	2	2	2.069
61.795	1.7	confidence	3	n/a	0.599
66.098	3.4	word	2	2	0.849
69.5	1.7	confidence	3	n/a	0.5
73.403	3.4	word	2	2	0.996
76.806	1.7	confidence	3	n/a	0.538
82.009	3.4	word	1	1	1.004
85.412	1.7	confidence	4	n/a	0.762
90.616	3.4	word	1	1	1.508
94.018	1.7	confidence	2	n/a	1.436
100.223	3.4	word	2	2	1.696
103.625	1.7	confidence	3	n/a	0.564
107.528	3.4	word	2	1	2.033
110.929	1.7	confidence	2	n/a	0.465
113.232	3.4	word	1	1	1.08
116.634	1.7	confidence	4	n/a	0.386
119.136	3.4	word	2	1	1.284
122.539	1.7	confidence	3	n/a	0.299
128.643	3.4	word	1	1	2.118
132.045	1.7	confidence	4	n/a	0.703
135.948	3.4	word	2	2	0.86
139.351	1.7	confidence	3	n/a	0.707
141.152	3.4	word	2	1	1.666
144.537	1.7	confidence	3	n/a	0.519
146.756	3.4	word	2	2	2.213
150.158	1.7	confidence	2	n/a	0.608
153.661	3.4	word	1	1	1.701
157.063	1.7	confidence	2	n/a	0.568
160.766	3.4	word	2	2	1.847
164.168	1.7	confidence	3	n/a	0.465
171.19	3.4	word	2	2	2.581
174.592	1.7	confidence	3	n/a	0.704
181.397	3.4	word	*	2	*
184.8	1.7	confidence	3	n/a	1.08
188.803	3.4	word	2	2	1.786
192.205	1.7	confidence	4	n/a	0.605
194.123	3.4	word	1	1	2.143
197.526	1.7	confidence	3	n/a	0.637
199.327	3.4	word	1	1	1.615
202.729	1.7	confidence	2	n/a	0.328
209.534	3.4	word	1	1	1.949
212.936	1.7	confidence	3	n/a	0.993
214.671	3.4	word	2	2	1.501
218.04	1.7	confidence	3	n/a	0.894
220.942	3.4	word	1	2	1.353
224.345	1.7	confidence	3	n/a	0.75
228.665	3.4	word	2	1	2.227
232.067	1.7	confidence	3	n/a	0.677
234.069	3.4	word	1	1	1.069
237.471	1.7	confidence	3	n/a	0.437
239.272	3.4	word	2	1	2.314
242.658	1.7	confidence	2	n/a	0.467
247.678	3.4	word	1	2	1.538
251.081	1.7	confidence	3	n/a	1.302
256.485	3.4	word	1	2	1.404
259.887	1.7	confidence	4	n/a	0.633
261.989	3.4	word	2	1	1.629
265.391	1.7	confidence	2	n/a	0.312
269.194	3.4	word	1	1	2.202
272.596	1.7	confidence	1	n/a	1.138
278.1	3.4	word	2	2	2.43
281.502	1.7	confidence	2	n/a	1.503
287.707	3.4	word	1	1	2.836
291.11	1.7	confidence	3	n/a	0.983
295.813	3.4	word	2	1	1.618
299.215	1.7	confidence	3	n/a	0.414
302.017	3.4	word	2	1	1.77
305.42	1.7	confidence	3	n/a	0.632
307.621	3.4	word	2	2	2.293
311.023	1.7	confidence	*	n/a	*
316.011	3.4	word	2	2	1.59
319.413	1.7	confidence	3	n/a	0.371
324.717	3.4	word	2	2	1.973
328.119	1.7	confidence	3	n/a	0.544
332.539	3.4	word	1	1	1.855
335.942	1.7	confidence	2	n/a	0.815
337.943	3.4	word	2	2	1.644
341.346	1.7	confidence	3	n/a	0.834
343.747	3.4	word	1	1	2.013
347.15	1.7	confidence	2	n/a	0.329
353.855	3.4	word	2	2	1.893
357.257	1.7	confidence	2	n/a	0.858
363.478	3.4	word	2	1	1.288
366.88	1.7	confidence	2	n/a	0.468
369.383	3.4	word	1	1	1.819
372.785	1.7	confidence	2	n/a	0.652
375.787	3.4	word	2	1	1.421
379.189	1.7	confidence	4	n/a	0.505
383.192	3.4	word	2	2	1.02
386.595	1.7	confidence	3	n/a	0.493
391.298	3.4	word	1	2	2.739
394.7	1.7	confidence	2	n/a	0.362
399.704	3.4	word	2	2	0.979
403.107	1.7	confidence	3	n/a	0.337
409.912	3.4	word	1	2	3.037
413.314	1.7	confidence	3	n/a	1.271
416.233	3.4	word	1	1	1.149
419.635	1.7	confidence	4	n/a	0.401
421.737	3.4	word	2	1	1.084
425.139	1.7	confidence	3	n/a	0.402
432.261	3.4	word	2	2	2.021
435.663	1.7	confidence	3	n/a	0.409
437.364	3.4	word	2	2	1.62
440.767	1.7	confidence	3	n/a	0.29
onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
5.121	3.4	word	1	1	0.837
8.523	1.7	confidence	4	n/a	0.544
11.642	3.4	word	1	2	1.721
15.045	1.7	confidence	3	n/a	0.298
17.446	3.4	word	1	2	1.663
20.849	1.7	confidence	3	n/a	0.644
23.35	3.4	word	2	1	2.063
26.753	1.7	confidence	2	n/a	0.652
30.939	3.4	word	1	1	2.162
34.342	1.7	confidence	2	n/a	0.322
40.763	3.4	word	1	2	0.895
44.166	1.7	confidence	3	n/a	0.425
47.868	3.4	word	1	2	1.139
51.271	1.7	confidence	3	n/a	0.396
53.089	3.4	word	2	1	0.793
56.491	1.7	confidence	3	n/a	0.474
58.393	3.4	word	2	2	2.069
61.795	1.7	confidence	3	n/a	0.599
66.098	3.4	word	2	2	0.849
69.5	1.7	confidence	3	n/a	0.5
73.403	3.4	word	2	2	0.996
76.806	1.7	confidence	3	n/a	0.538
82.009	3.4	word	1	1	1.004
85.412	1.7	confidence	4	n/a	0.762
90.616	3.4	word	1	1	1.508
94.018	1.7	confidence	2	n/a	1.436
100.223	3.4	word	2	2	1.696
103.625	1.7	confidence	3	n/a	0.564
107.528	3.4	word	2	1	2.033
110.929	1.7	confidence	2	n/a	0.465
113.232	3.4	word	1	1	1.08
116.634	1.7	confidence	4	n/a	0.386
119.136	3.4	word	2	1	1.284
122.539	1.7	confidence	3	n/a	0.299
128.643	3.4	word	1	1	2.118
132.045	1.7	confidence	4	n/a	0.703
135.948	3.4	word	2	2	0.86
139.351	1.7	confidence	3	n/a	0.707
141.152	3.4	word	2	1	1.666
144.537	1.7	confidence	3	n/a	0.519
146.756	3.4	word	2	2	2.213
150.158	1.7	confidence	2	n/a	0.608
153.661	3.4	word	1	1	1.701
157.063	1.7	confidence	2	n/a	0.568
160.766	3.4	word	2	2	1.847
164.168	1.7	confidence	3	n/a	0.465
171.19	3.4	word	2	2	2.581
174.592	1.7	confidence	3	n/a	0.704
181.397	3.4	word	*	2	*
184.8	1.7	confidence	3	n/a	1.08
188.803	3.4	word	2	2	1.786
192.205	1.7	confidence	4	n/a	0.605
194.123	3.4	word	1	1	2.143
197.526	1.7	confidence	3	n/a	0.637
199.327	3.4	word	1	1	1.615
202.729	1.7	confidence	2	n/a	0.328
209.534	3.4	word	1	1	1.949
212.936	1.7	confidence	3	n/a	0.993
214.671	3.4	word	2	2	1.501
218.04	1.7	confidence	3	n/a	0.894
220.942	3.4	word	1	2	1.353
224.345	1.7	confidence	3	n/a	0.75
228.665	3.4	word	2	1	2.227
232.067	1.7	confidence	3	n/a	0.677
234.069	3.4	word	1	1	1.069
237.471	1.7	confidence	3	n/a	0.437
239.272	3.4	word	2	1	2.314
242.658	1.7	confidence	2	n/a	0.467
247.678	3.4	word	1	2	1.538
251.081	1.7	confidence	3	n/a	1.302
256.485	3.4	word	1	2	1.404
259.887	1.7	confidence	4	n/a	0.633
261.989	3.4	word	2	1	1.629
265.391	1.7	confidence	2	n/a	0.312
269.194	3.4	word	1	1	2.202
272.596	1.7	confidence	1	n/a	1.138
278.1	3.4	word	2	2	2.43
281.502	1.7	confidence	2	n/a	1.503
287.707	3.4	word	1	1	2.836
291.11	1.7	confidence	3	n/a	0.983
295.813	3.4	word	2	1	1.618
299.215	1.7	confidence	3	n/a	0.414
302.017	3.4	word	2	1	1.77
305.42	1.7	confidence	3	n/a	0.632
307.621	3.4	word	2	2	2.293
311.023	1.7	confidence	*	n/a	*
316.011	3.4	word	2	2	1.59
319.413	1.7	confidence	3	n/a	0.371
324.717	3.4	word	2	2	1.973
328.119	1.7	confidence	3	n/a	0.544
332.539	3.4	word	1	1	1.855
335.942	1.7	confidence	2	n/a	0.815
337.943	3.4	word	2	2	1.644
341.346	1.7	confidence	3	n/a	0.834
343.747	3.4	word	1	1	2.013
347.15	1.7	confidence	2	n/a	0.329
353.855	3.4	word	2	2	1.893
357.257	1.7	confidence	2	n/a	0.858
363.478	3.4	word	2	1	1.288
366.88	1.7	confidence	2	n/a	0.468
369.383	3.4	word	1	1	1.819
372.785	1.7	confidence	2	n/a	0.652
375.787	3.4	word	2	1	1.421
379.189	1.7	confidence	4	n/a	0.505
383.192	3.4	word	2	2	1.02
386.595	1.7	confidence	3	n/a	0.493
391.298	3.4	word	1	2	2.739
394.7	1.7	confidence	2	n/a	0.362
399.704	3.4	word	2	2	0.979
403.107	1.7	confidence	3	n/a	0.337
409.912	3.4	word	1	2	3.037
413.314	1.7	confidence	3	n/a	1.271
416.233	3.4	word	1	1	1.149
419.635	1.7	confidence	4	n/a	0.401
421.737	3.4	word	2	1	1.084
425.139	1.7	confidence	3	n/a	0.402
432.261	3.4	word	2	2	2.021
435.663	1.7	confidence	3	n/a	0.409
437.364	3.4	word	2	2	1.62
440.767	1.7	confidence	3	n/a	0.29
