onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
2.319	3.4	word	1	2	1.756
5.721	1.7	confidence	3	n/a	0.752
9.641	3.4	word	2	2	1.267
13.043	1.7	confidence	4	n/a	0.611
19.248	3.4	word	2	2	1.682
22.65	1.7	confidence	3	n/a	0.428
27.854	3.4	word	1	1	0.84
31.256	1.7	confidence	4	n/a	0.623
33.658	3.4	word	1	1	1.543
37.061	1.7	confidence	4	n/a	0.938
41.364	3.4	word	1	1	2.101
44.766	1.7	confidence	2	n/a	1.134
46.968	3.4	word	1	2	1.608
50.37	1.7	confidence	3	n/a	0.607
52.271	3.4	word	1	1	1.451
55.674	1.7	confidence	2	n/a	1.132
60.677	3.4	word	2	2	1.641
64.08	1.7	confidence	3	n/a	1.084
68.383	3.4	word	2	2	2.075
71.786	1.7	confidence	4	n/a	0.85
74.704	3.4	word	2	2	1.253
78.107	1.7	confidence	4	n/a	0.69
79.908	3.4	word	2	1	2.542
83.31	1.7	confidence	2	n/a	0.962
87.013	3.4	word	2	2	1.959
90.416	1.7	confidence	3	n/a	0.596
92.417	3.4	word	1	2	1.745
95.819	1.7	confidence	2	n/a	0.765
97.921	3.4	word	1	1	0.957
101.323	1.7	confidence	4	n/a	0.666
103.825	3.4	word	1	1	1.781
107.228	1.7	confidence	3	n/a	0.646
114.332	3.4	word	2	2	1.958
117.735	1.7	confidence	2	n/a	0.964
123.039	3.4	word	2	2	2.518
126.441	1.7	confidence	1	n/a	0.991
128.243	3.4	word	1	1	1.459
131.628	1.7	confidence	3	n/a	0.864
138.65	3.4	word	1	2	1.525
142.053	1.7	confidence	3	n/a	0.699
144.955	3.4	word	1	1	1.982
148.357	1.7	confidence	3	n/a	1.236
150.858	3.4	word	1	1	2.183
154.261	1.7	confidence	2	n/a	0.96
160.966	3.4	word	2	2	1.259
164.368	1.7	confidence	3	n/a	0.668
166.67	3.4	word	2	1	1.688
170.072	1.7	confidence	3	n/a	1.23
176.21	3.4	word	1	1	2.017
179.579	1.7	confidence	3	n/a	0.85
184.983	3.4	word	1	2	1.783
188.386	1.7	confidence	3	n/a	0.788
191.388	3.4	word	2	1	2.695
194.79	1.7	confidence	3	n/a	1.217
198.493	3.4	word	1	2	1.962
201.895	1.7	confidence	3	n/a	0.939
208.1	3.4	word	1	1	1.255
211.502	1.7	confidence	4	n/a	0.587
216.205	3.4	word	1	2	2.151
219.608	1.7	confidence	3	n/a	1.021
221.409	3.4	word	1	1	1.169
224.812	1.7	confidence	4	n/a	0.554
228.814	3.4	word	2	2	1.241
232.217	1.7	confidence	3	n/a	1.399
239.021	3.4	word	1	2	1.356
242.424	1.7	confidence	3	n/a	0.641
247.127	3.4	word	1	1	1.965
250.53	1.7	confidence	3	n/a	1.075
256.734	3.4	word	1	1	1.192
260.137	1.7	confidence	4	n/a	0.432
264.34	3.4	word	1	1	2.998
267.742	1.7	confidence	2	n/a	1.605
269.944	3.4	word	1	2	1.822
273.347	1.7	confidence	4	n/a	0.643
278.85	3.4	word	1	2	1.477
282.253	1.7	confidence	4	n/a	1.101
287.439	3.4	word	1	1	1.045
290.842	1.7	confidence	4	n/a	0.909
292.56	3.4	word	1	2	1.848
295.963	1.7	confidence	4	n/a	0.545
300.983	3.4	word	2	2	1.599
304.386	1.7	confidence	3	n/a	0.435
306.086	3.4	word	1	2	1.411
309.489	1.7	confidence	3	n/a	0.619
313.008	3.4	word	1	1	1.0
316.411	1.7	confidence	*	n/a	*
318.412	3.4	word	1	1	2.053
321.815	1.7	confidence	2	n/a	0.849
324.917	3.4	word	2	2	1.373
328.319	1.7	confidence	3	n/a	0.853
335.124	3.4	word	1	1	1.248
338.527	1.7	confidence	4	n/a	0.555
340.428	3.4	word	1	2	1.123
343.83	1.7	confidence	3	n/a	0.664
347.633	3.4	word	1	1	1.118
351.035	1.7	confidence	4	n/a	0.603
356.039	3.4	word	1	2	1.553
359.44	1.7	confidence	3	n/a	0.472
361.943	3.4	word	1	1	1.378
365.346	1.7	confidence	3	n/a	0.608
369.749	3.4	word	1	1	1.21
373.151	1.7	confidence	4	n/a	0.577
375.953	3.4	word	1	1	2.01
379.356	1.7	confidence	2	n/a	0.964
383.259	3.4	word	1	2	1.91
386.661	1.7	confidence	1	n/a	0.378
393.448	3.4	word	1	2	1.712
396.852	1.7	confidence	*	n/a	*
398.67	3.4	word	1	1	1.065
402.072	1.7	confidence	4	n/a	0.73
404.474	3.4	word	2	2	1.723
407.876	1.7	confidence	3	n/a	0.938
411.779	3.4	word	1	1	1.289
415.181	1.7	confidence	4	n/a	0.576
421.986	3.4	word	1	1	1.362
425.389	1.7	confidence	3	n/a	0.412
427.473	3.4	word	1	1	1.238
430.876	1.7	confidence	4	n/a	0.588
437.297	3.4	word	2	2	1.287
440.7	1.7	confidence	2	n/a	0.65
onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
2.319	3.4	word	1	2	1.756
5.721	1.7	confidence	3	n/a	0.752
9.641	3.4	word	2	2	1.267
13.043	1.7	confidence	4	n/a	0.611
19.248	3.4	word	2	2	1.682
22.65	1.7	confidence	3	n/a	0.428
27.854	3.4	word	1	1	0.84
31.256	1.7	confidence	4	n/a	0.623
33.658	3.4	word	1	1	1.543
37.061	1.7	confidence	4	n/a	0.938
41.364	3.4	word	1	1	2.101
44.766	1.7	confidence	2	n/a	1.134
46.968	3.4	word	1	2	1.608
50.37	1.7	confidence	3	n/a	0.607
52.271	3.4	word	1	1	1.451
55.674	1.7	confidence	2	n/a	1.132
60.677	3.4	word	2	2	1.641
64.08	1.7	confidence	3	n/a	1.084
68.383	3.4	word	2	2	2.075
71.786	1.7	confidence	4	n/a	0.85
74.704	3.4	word	2	2	1.253
78.107	1.7	confidence	4	n/a	0.69
79.908	3.4	word	2	1	2.542
83.31	1.7	confidence	2	n/a	0.962
87.013	3.4	word	2	2	1.959
90.416	1.7	confidence	3	n/a	0.596
92.417	3.4	word	1	2	1.745
95.819	1.7	confidence	2	n/a	0.765
97.921	3.4	word	1	1	0.957
101.323	1.7	confidence	4	n/a	0.666
103.825	3.4	word	1	1	1.781
107.228	1.7	confidence	3	n/a	0.646
114.332	3.4	word	2	2	1.958
117.735	1.7	confidence	2	n/a	0.964
123.039	3.4	word	2	2	2.518
126.441	1.7	confidence	1	n/a	0.991
128.243	3.4	word	1	1	1.459
131.628	1.7	confidence	3	n/a	0.864
138.65	3.4	word	1	2	1.525
142.053	1.7	confidence	3	n/a	0.699
144.955	3.4	word	1	1	1.982
148.357	1.7	confidence	3	n/a	1.236
150.858	3.4	word	1	1	2.183
154.261	1.7	confidence	2	n/a	0.96
160.966	3.4	word	2	2	1.259
164.368	1.7	confidence	3	n/a	0.668
166.67	3.4	word	2	1	1.688
170.072	1.7	confidence	3	n/a	1.23
176.21	3.4	word	1	1	2.017
179.579	1.7	confidence	3	n/a	0.85
184.983	3.4	word	1	2	1.783
188.386	1.7	confidence	3	n/a	0.788
191.388	3.4	word	2	1	2.695
194.79	1.7	confidence	3	n/a	1.217
198.493	3.4	word	1	2	1.962
201.895	1.7	confidence	3	n/a	0.939
208.1	3.4	word	1	1	1.255
211.502	1.7	confidence	4	n/a	0.587
216.205	3.4	word	1	2	2.151
219.608	1.7	confidence	3	n/a	1.021
221.409	3.4	word	1	1	1.169
224.812	1.7	confidence	4	n/a	0.554
228.814	3.4	word	2	2	1.241
232.217	1.7	confidence	3	n/a	1.399
239.021	3.4	word	1	2	1.356
242.424	1.7	confidence	3	n/a	0.641
247.127	3.4	word	1	1	1.965
250.53	1.7	confidence	3	n/a	1.075
256.734	3.4	word	1	1	1.192
260.137	1.7	confidence	4	n/a	0.432
264.34	3.4	word	1	1	2.998
267.742	1.7	confidence	2	n/a	1.605
269.944	3.4	word	1	2	1.822
273.347	1.7	confidence	4	n/a	0.643
278.85	3.4	word	1	2	1.477
282.253	1.7	confidence	4	n/a	1.101
287.439	3.4	word	1	1	1.045
290.842	1.7	confidence	4	n/a	0.909
292.56	3.4	word	1	2	1.848
295.963	1.7	confidence	4	n/a	0.545
300.983	3.4	word	2	2	1.599
304.386	1.7	confidence	3	n/a	0.435
306.086	3.4	word	1	2	1.411
309.489	1.7	confidence	3	n/a	0.619
313.008	3.4	word	1	1	1.0
316.411	1.7	confidence	*	n/a	*
318.412	3.4	word	1	1	2.053
321.815	1.7	confidence	2	n/a	0.849
324.917	3.4	word	2	2	1.373
328.319	1.7	confidence	3	n/a	0.853
335.124	3.4	word	1	1	1.248
338.527	1.7	confidence	4	n/a	0.555
340.428	3.4	word	1	2	1.123
343.83	1.7	confidence	3	n/a	0.664
347.633	3.4	word	1	1	1.118
351.035	1.7	confidence	4	n/a	0.603
356.039	3.4	word	1	2	1.553
359.44	1.7	confidence	3	n/a	0.472
361.943	3.4	word	1	1	1.378
365.346	1.7	confidence	3	n/a	0.608
369.749	3.4	word	1	1	1.21
373.151	1.7	confidence	4	n/a	0.577
375.953	3.4	word	1	1	2.01
379.356	1.7	confidence	2	n/a	0.964
383.259	3.4	word	1	2	1.91
386.661	1.7	confidence	1	n/a	0.378
393.448	3.4	word	1	2	1.712
396.852	1.7	confidence	*	n/a	*
398.67	3.4	word	1	1	1.065
402.072	1.7	confidence	4	n/a	0.73
404.474	3.4	word	2	2	1.723
407.876	1.7	confidence	3	n/a	0.938
411.779	3.4	word	1	1	1.289
415.181	1.7	confidence	4	n/a	0.576
421.986	3.4	word	1	1	1.362
425.389	1.7	confidence	3	n/a	0.412
427.473	3.4	word	1	1	1.238
430.876	1.7	confidence	4	n/a	0.588
437.297	3.4	word	2	2	1.287
440.7	1.7	confidence	2	n/a	0.65
