onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
1.101	3.4	word	1	2	1.53
4.503	1.7	confidence	3	n/a	1.568
10.925	3.4	word	*	2	*
14.327	1.7	confidence	1	n/a	0.02
17.329	3.4	word	1	1	1.783
20.732	1.7	confidence	2	n/a	0.706
27.053	3.4	word	1	2	2.791
30.455	1.7	confidence	3	n/a	1.038
33.758	3.4	word	2	2	2.727
37.16	1.7	confidence	1	n/a	1.007
38.962	3.4	word	2	2	1.692
42.363	1.7	confidence	2	n/a	0.375
49.369	3.4	word	2	2	2.826
52.771	1.7	confidence	2	n/a	0.802
54.59	3.4	word	1	2	2.728
57.992	1.7	confidence	2	n/a	0.528
59.994	3.4	word	2	1	1.819
63.396	1.7	confidence	1	n/a	1.235
65.297	3.4	word	2	2	2.101
68.7	1.7	confidence	3	n/a	0.303
70.618	3.4	word	1	2	2.995
74.02	1.7	confidence	2	n/a	0.428
80.407	3.4	word	1	1	2.424
83.81	1.7	confidence	4	n/a	0.328
90.232	3.4	word	2	2	3.258
93.634	1.7	confidence	2	n/a	0.867
99.438	3.4	word	1	2	1.408
102.841	1.7	confidence	2	n/a	1.112
105.443	3.4	word	*	2	*
108.845	1.7	confidence	*	n/a	*
114.749	3.4	word	1	1	1.865
118.152	1.7	confidence	3	n/a	0.311
120.954	3.4	word	1	1	1.896
124.356	1.7	confidence	3	n/a	0.278
127.158	3.4	word	2	1	2.452
130.561	1.7	confidence	1	n/a	0.409
133.563	3.4	word	1	1	1.457
136.965	1.7	confidence	4	n/a	1.149
142.77	3.4	word	1	2	2.252
146.172	1.7	confidence	3	n/a	0.509
149.975	3.4	word	1	1	1.15
153.377	1.7	confidence	2	n/a	0.367
155.879	3.4	word	2	1	2.301
159.281	1.7	confidence	1	n/a	0.314
165.786	3.4	word	2	1	2.022
169.189	1.7	confidence	1	n/a	0.265
171.59	3.4	word	1	1	1.637
174.993	1.7	confidence	1	n/a	0.358
178.195	3.4	word	*	1	*
181.597	1.7	confidence	1	n/a	0.187
183.899	3.4	word	2	2	2.633
187.301	1.7	confidence	1	n/a	1.119
191.104	3.4	word	1	2	2.046
194.506	1.7	confidence	3	n/a	1.216
197.909	3.4	word	*	2	*
201.311	1.7	confidence	1	n/a	0.03
205.915	3.4	word	1	1	2.639
209.317	1.7	confidence	4	n/a	0.649
214.521	3.4	word	1	2	2.982
217.907	1.7	confidence	3	n/a	1.126
220.825	3.4	word	1	2	2.268
224.228	1.7	confidence	2	n/a	0.623
226.53	3.4	word	2	2	2.914
229.932	1.7	confidence	1	n/a	0.382
232.734	3.4	word	2	2	1.552
236.136	1.7	confidence	3	n/a	0.581
238.738	3.4	word	1	1	1.008
242.14	1.7	confidence	3	n/a	0.587
246.227	3.4	word	1	1	1.585
249.629	1.7	confidence	3	n/a	1.105
254.049	3.4	word	2	1	2.67
257.452	1.7	confidence	1	n/a	0.337
264.574	3.4	word	2	1	2.842
267.976	1.7	confidence	2	n/a	0.655
274.18	3.4	word	1	1	2.146
277.583	1.7	confidence	1	n/a	0.406
283.988	3.4	word	1	1	2.363
287.39	1.7	confidence	2	n/a	0.374
289.992	3.4	word	1	1	1.905
293.394	1.7	confidence	4	n/a	0.407
298.598	3.4	word	1	2	2.479
302.001	1.7	confidence	3	n/a	1.469
303.902	3.4	word	1	2	3.229
307.304	1.7	confidence	1	n/a	0.814
310.807	3.4	word	1	1	2.835
314.209	1.7	confidence	1	n/a	0.603
320.914	3.4	word	2	2	2.87
324.316	1.7	confidence	2	n/a	0.918
328.619	3.4	word	2	2	2.929
332.022	1.7	confidence	1	n/a	0.366
335.841	3.4	word	1	1	1.766
339.244	1.7	confidence	2	n/a	0.702
345.248	3.4	word	1	1	1.445
348.65	1.7	confidence	1	n/a	0.539
354.155	3.4	word	2	2	1.798
357.557	1.7	confidence	1	n/a	0.374
361.059	3.4	word	1	1	1.858
364.461	1.7	confidence	3	n/a	0.339
367.28	3.4	word	1	1	1.3
370.683	1.7	confidence	2	n/a	0.57
374.069	3.4	word	2	2	0.704
377.471	1.7	confidence	3	n/a	1.414
380.19	3.4	word	1	2	2.117
383.592	1.7	confidence	2	n/a	0.446
388.696	3.4	word	2	2	1.489
392.099	1.7	confidence	3	n/a	0.378
396.001	3.4	word	2	1	2.013
399.404	1.7	confidence	1	n/a	0.436
401.906	3.4	word	1	1	2.127
405.308	1.7	confidence	2	n/a	0.329
407.309	3.4	word	1	1	1.719
410.712	1.7	confidence	1	n/a	0.313
412.412	3.4	word	2	2	3.262
415.816	1.7	confidence	2	n/a	1.139
422.937	3.4	word	*	2	*
426.34	1.7	confidence	*	n/a	*
430.425	3.4	word	1	1	2.035
433.828	1.7	confidence	3	n/a	0.969
437.348	3.4	word	1	1	2.145
440.75	1.7	confidence	3	n/a	0.686
onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
1.101	3.4	word	1	2	1.53
4.503	1.7	confidence	3	n/a	1.568
10.925	3.4	word	*	2	*
14.327	1.7	confidence	1	n/a	0.02
17.329	3.4	word	1	1	1.783
20.732	1.7	confidence	2	n/a	0.706
27.053	3.4	word	1	2	2.791
30.455	1.7	confidence	3	n/a	1.038
