onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
0.818	3.4	word	1	1	0.924
4.219	1.7	confidence	2	n/a	0.363
11.242	3.4	word	2	1	1.134
14.645	1.7	confidence	1	n/a	0.511
17.863	3.4	word	1	2	1.441
21.265	1.7	confidence	1	n/a	0.32
23.567	3.4	word	1	1	0.881
26.97	1.7	confidence	4	n/a	0.27
29.272	3.4	word	1	1	1.368
32.674	1.7	confidence	2	n/a	0.239
36.878	3.4	word	2	1	1.161
40.279	1.7	confidence	2	n/a	0.411
43.482	3.4	word	1	1	1.161
46.884	1.7	confidence	3	n/a	0.418
49.486	3.4	word	1	1	0.744
52.889	1.7	confidence	4	n/a	0.32
57.392	3.4	word	2	2	0.924
60.794	1.7	confidence	2	n/a	0.818
62.796	3.4	word	1	2	1.162
66.198	1.7	confidence	3	n/a	0.245
71.502	3.4	word	1	2	1.751
74.904	1.7	confidence	1	n/a	0.72
79.008	3.4	word	1	2	1.318
82.41	1.7	confidence	1	n/a	0.564
85.612	3.4	word	1	1	1.148
89.015	1.7	confidence	3	n/a	0.252
92.917	3.4	word	2	1	1.862
96.32	1.7	confidence	1	n/a	0.311
99.922	3.4	word	2	1	1.843
103.325	1.7	confidence	*	n/a	*
109.329	3.4	word	1	1	0.848
112.732	1.7	confidence	3	n/a	0.613
115.034	3.4	word	1	2	1.194
118.436	1.7	confidence	2	n/a	0.393
124.941	3.4	word	2	2	1.024
128.343	1.7	confidence	2	n/a	0.425
133.747	3.4	word	1	1	0.914
137.149	1.7	confidence	2	n/a	0.415
139.051	3.4	word	1	1	0.816
142.436	1.7	confidence	3	n/a	0.439
144.555	3.4	word	*	2	*
147.957	1.7	confidence	2	n/a	0.257
150.659	3.4	word	2	2	1.625
154.061	1.7	confidence	2	n/a	0.85
160.566	3.4	word	1	1	0.97
163.969	1.7	confidence	4	n/a	0.319
169.372	3.4	word	1	2	0.966
172.775	1.7	confidence	3	n/a	0.396
176.077	3.4	word	2	1	0.926
179.463	1.7	confidence	1	n/a	0.271
181.481	3.4	word	2	2	2.059
184.884	1.7	confidence	1	n/a	0.312
188.786	3.4	word	2	2	1.553
192.189	1.7	confidence	1	n/a	0.347
197.793	3.4	word	1	1	0.719
201.195	1.7	confidence	3	n/a	0.673
208.283	3.4	word	1	1	0.964
211.686	1.7	confidence	3	n/a	0.341
218.508	3.4	word	2	2	0.947
221.91	1.7	confidence	2	n/a	0.439
223.828	3.4	word	1	2	1.664
227.231	1.7	confidence	3	n/a	0.329
230.133	3.4	word	2	1	1.023
233.535	1.7	confidence	1	n/a	0.322
237.338	3.4	word	1	1	0.816
240.741	1.7	confidence	2	n/a	0.883
245.444	3.4	word	2	1	1.518
248.846	1.7	confidence	1	n/a	0.303
253.95	3.4	word	2	1	1.924
257.352	1.7	confidence	1	n/a	0.422
262.056	3.4	word	1	2	0.925
265.458	1.7	confidence	2	n/a	0.308
269.861	3.4	word	1	2	1.029
273.264	1.7	confidence	2	n/a	0.816
275.666	3.4	word	1	1	1.767
279.068	1.7	confidence	3	n/a	0.409
282.07	3.4	word	2	2	0.842
285.473	1.7	confidence	1	n/a	0.35
287.174	3.4	word	2	2	1.106
290.576	1.7	confidence	1	n/a	0.491
293.595	3.4	word	1	1	0.996
296.998	1.7	confidence	2	n/a	0.667
301.601	3.4	word	1	2	1.236
305.003	1.7	confidence	1	n/a	0.527
310.29	3.4	word	1	2	1.234
313.693	1.7	confidence	1	n/a	0.293
315.711	3.4	word	1	1	1.271
319.114	1.7	confidence	2	n/a	0.327
324.517	3.4	word	2	2	1.081
327.92	1.7	confidence	2	n/a	0.365
331.723	3.4	word	2	1	1.331
335.125	1.7	confidence	1	n/a	0.578
338.027	3.4	word	1	1	0.811
341.43	1.7	confidence	4	n/a	0.286
344.315	3.4	word	1	2	1.375
347.717	1.7	confidence	3	n/a	0.456
351.037	3.4	word	1	2	1.386
354.439	1.7	confidence	2	n/a	0.532
361.344	3.4	word	2	1	1.405
364.746	1.7	confidence	1	n/a	0.439
369.55	3.4	word	2	2	1.206
372.952	1.7	confidence	1	n/a	0.748
376.639	3.4	word	1	2	1.405
380.041	1.7	confidence	2	n/a	0.586
386.962	3.4	word	1	1	0.972
390.365	1.7	confidence	4	n/a	0.317
393.267	3.4	word	2	2	1.453
396.67	1.7	confidence	2	n/a	0.758
399.271	3.4	word	2	2	1.515
402.674	1.7	confidence	2	n/a	0.366
404.775	3.4	word	2	2	1.503
408.178	1.7	confidence	2	n/a	0.498
412.18	3.4	word	1	1	1.922
415.583	1.7	confidence	1	n/a	0.296
419.586	3.4	word	1	2	0.849
422.988	1.7	confidence	3	n/a	0.2
429.393	3.4	word	1	1	0.854
432.795	1.7	confidence	2	n/a	0.68
437.315	3.4	word	1	2	1.079
440.718	1.7	confidence	3	n/a	0.5
onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
0.818	3.4	word	1	1	0.924
4.219	1.7	confidence	2	n/a	0.363
11.242	3.4	word	2	1	1.134
14.645	1.7	confidence	1	n/a	0.511
17.863	3.4	word	1	2	1.441
21.265	1.7	confidence	1	n/a	0.32
23.567	3.4	word	1	1	0.881
26.97	1.7	confidence	4	n/a	0.27
29.272	3.4	word	1	1	1.368
32.674	1.7	confidence	2	n/a	0.239
36.878	3.4	word	2	1	1.161
40.279	1.7	confidence	2	n/a	0.411
43.482	3.4	word	1	1	1.161
46.884	1.7	confidence	3	n/a	0.418
49.486	3.4	word	1	1	0.744
52.889	1.7	confidence	4	n/a	0.32
57.392	3.4	word	2	2	0.924
60.794	1.7	confidence	2	n/a	0.818
62.796	3.4	word	1	2	1.162
66.198	1.7	confidence	3	n/a	0.245
71.502	3.4	word	1	2	1.751
74.904	1.7	confidence	1	n/a	0.72
79.008	3.4	word	1	2	1.318
82.41	1.7	confidence	1	n/a	0.564
85.612	3.4	word	1	1	1.148
89.015	1.7	confidence	3	n/a	0.252
92.917	3.4	word	2	1	1.862
96.32	1.7	confidence	1	n/a	0.311
99.922	3.4	word	2	1	1.843
103.325	1.7	confidence	*	n/a	*
109.329	3.4	word	1	1	0.848
112.732	1.7	confidence	3	n/a	0.613
115.034	3.4	word	1	2	1.194
118.436	1.7	confidence	2	n/a	0.393
124.941	3.4	word	2	2	1.024
128.343	1.7	confidence	2	n/a	0.425
133.747	3.4	word	1	1	0.914
