onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
0.016	3.4	word	2	2	1.905
3.419	1.7	confidence	2	n/a	1.157
6.221	3.4	word	1	2	1.556
9.623	1.7	confidence	3	n/a	0.226
16.228	3.4	word	2	2	1.801
19.63	1.7	confidence	3	n/a	0.284
24.334	3.4	word	2	2	1.463
27.735	1.7	confidence	2	n/a	1.097
31.756	3.4	word	1	2	1.871
35.158	1.7	confidence	3	n/a	0.729
38.878	3.4	word	2	2	1.187
42.28	1.7	confidence	4	n/a	0.398
48.384	3.4	word	1	2	1.791
51.787	1.7	confidence	2	n/a	0.508
56.307	3.4	word	2	2	1.616
59.709	1.7	confidence	4	n/a	0.366
65.213	3.4	word	2	2	1.624
68.615	1.7	confidence	1	n/a	0.959
71.418	3.4	word	1	1	2.266
74.82	1.7	confidence	1	n/a	0.658
80.324	3.4	word	1	1	1.657
83.726	1.7	confidence	3	n/a	1.083
88.93	3.4	word	2	2	2.054
92.333	1.7	confidence	1	n/a	0.26
94.635	3.4	word	2	2	2.129
98.037	1.7	confidence	2	n/a	0.373
102.84	3.4	word	1	1	2.262
106.243	1.7	confidence	3	n/a	0.268
110.946	3.4	word	1	2	1.432
114.349	1.7	confidence	1	n/a	0.278
117.051	3.4	word	1	1	1.451
120.453	1.7	confidence	3	n/a	0.326
125.056	3.4	word	1	1	1.923
128.459	1.7	confidence	2	n/a	0.338
134.263	3.4	word	1	2	1.656
137.665	1.7	confidence	2	n/a	0.259
143.269	3.4	word	1	1	1.483
146.672	1.7	confidence	4	n/a	0.3
149.374	3.4	word	1	1	1.736
152.776	1.7	confidence	4	n/a	0.887
155.778	3.4	word	1	2	1.761
159.181	1.7	confidence	3	n/a	1.121
162.783	3.4	word	2	2	2.628
166.186	1.7	confidence	4	n/a	0.403
168.287	3.4	word	1	1	1.253
171.69	1.7	confidence	4	n/a	0.237
173.991	3.4	word	1	1	1.851
177.394	1.7	confidence	2	n/a	0.647
182.397	3.4	word	1	1	1.168
185.8	1.7	confidence	4	n/a	0.263
187.584	3.4	word	1	2	1.291
190.987	1.7	confidence	2	n/a	0.659
196.207	3.4	word	2	1	2.092
199.609	1.7	confidence	1	n/a	0.218
202.011	3.4	word	1	1	1.157
205.414	1.7	confidence	3	n/a	0.243
208.216	3.4	word	1	1	1.49
211.618	1.7	confidence	4	n/a	0.275
218.623	3.4	word	2	1	1.609
222.026	1.7	confidence	2	n/a	0.313
224.228	3.4	word	2	1	1.323
227.63	1.7	confidence	1	n/a	1.162
229.931	3.4	word	1	1	2.084
233.334	1.7	confidence	3	n/a	0.524
238.137	3.4	word	1	2	1.413
241.539	1.7	confidence	3	n/a	0.248
247.744	3.4	word	1	1	2.798
251.147	1.7	confidence	2	n/a	1.106
255.35	3.4	word	1	1	1.832
258.752	1.7	confidence	1	n/a	0.277
261.637	3.4	word	1	2	2.255
265.04	1.7	confidence	4	n/a	0.52
267.258	3.4	word	2	2	1.986
270.66	1.7	confidence	1	n/a	0.261
272.462	3.4	word	1	1	1.443
275.864	1.7	confidence	2	n/a	0.299
279.084	3.4	word	2	2	2.175
282.486	1.7	confidence	3	n/a	1.306
288.09	3.4	word	1	1	1.283
291.492	1.7	confidence	4	n/a	0.251
293.193	3.4	word	1	2	1.27
296.596	1.7	confidence	1	n/a	0.277
302.217	3.4	word	1	1	1.299
305.619	1.7	confidence	3	n/a	0.889
309.822	3.4	word	1	2	2.275
313.224	1.7	confidence	1	n/a	0.249
318.628	3.4	word	1	2	2.083
322.031	1.7	confidence	1	n/a	0.338
327.151	3.4	word	1	1	1.371
330.554	1.7	confidence	4	n/a	0.253
333.856	3.4	word	2	1	3.298
337.258	1.7	confidence	1	n/a	0.553
342.562	3.4	word	1	2	1.557
345.965	1.7	confidence	1	n/a	0.735
348.667	3.4	word	1	1	0.894
352.069	1.7	confidence	3	n/a	0.252
355.471	3.4	word	1	1	0.788
358.874	1.7	confidence	4	n/a	0.242
361.192	3.4	word	2	2	2.285
364.595	1.7	confidence	2	n/a	0.307
367.897	3.4	word	1	1	1.199
371.299	1.7	confidence	4	n/a	0.205
375.302	3.4	word	1	1	1.732
378.705	1.7	confidence	1	n/a	0.248
381.007	3.4	word	2	2	1.974
384.408	1.7	confidence	2	n/a	0.315
389.112	3.4	word	1	1	2.316
392.515	1.7	confidence	4	n/a	0.292
395.317	3.4	word	2	2	1.47
398.719	1.7	confidence	2	n/a	0.308
403.323	3.4	word	1	2	1.084
406.725	1.7	confidence	2	n/a	0.354
412.929	3.4	word	2	1	1.547
416.332	1.7	confidence	1	n/a	0.26
418.734	3.4	word	1	2	1.267
422.136	1.7	confidence	2	n/a	0.286
429.141	3.4	word	1	2	1.29
432.543	1.7	confidence	4	n/a	0.321
437.347	3.4	word	1	1	1.351
440.749	1.7	confidence	4	n/a	0.277
onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
0.016	3.4	word	2	2	1.905
3.419	1.7	confidence	2	n/a	1.157
6.221	3.4	word	1	2	1.556
9.623	1.7	confidence	3	n/a	0.226
16.228	3.4	word	2	2	1.801
19.63	1.7	confidence	3	n/a	0.284
24.334	3.4	word	2	2	1.463
27.735	1.7	confidence	2	n/a	1.097
31.756	3.4	word	1	2	1.871
35.158	1.7	confidence	3	n/a	0.729
