onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
0.117	3.4	word	1	1	1.188
3.52	1.7	confidence	3	n/a	0.608
6.022	3.4	word	1	1	0.96
9.424	1.7	confidence	2	n/a	0.415
11.943	3.4	word	1	1	1.082
15.345	1.7	confidence	2	n/a	0.357
17.146	3.4	word	1	1	1.989
20.532	1.7	confidence	2	n/a	0.383
24.452	3.4	word	2	2	1.538
27.853	1.7	confidence	1	n/a	0.39
34.959	3.4	word	1	2	1.747
38.362	1.7	confidence	2	n/a	1.262
45.35	3.4	word	1	2	1.852
48.752	1.7	confidence	3	n/a	0.343
54.874	3.4	word	1	1	1.584
58.276	1.7	confidence	3	n/a	0.264
62.079	3.4	word	1	1	1.607
65.481	1.7	confidence	2	n/a	0.61
67.583	3.4	word	1	1	1.007
70.985	1.7	confidence	3	n/a	0.298
73.987	3.4	word	1	1	1.136
77.39	1.7	confidence	3	n/a	1.14
79.875	3.4	word	1	1	1.266
83.277	1.7	confidence	2	n/a	0.265
89.499	3.4	word	1	1	1.32
92.901	1.7	confidence	2	n/a	0.433
95.102	3.4	word	1	2	1.834
98.505	1.7	confidence	2	n/a	0.282
101.607	3.4	word	1	2	1.093
105.009	1.7	confidence	2	n/a	0.434
108.712	3.4	word	1	2	2.1
112.115	1.7	confidence	1	n/a	0.379
115.817	3.4	word	2	2	1.973
119.22	1.7	confidence	1	n/a	0.507
126.041	3.4	word	1	2	1.863
129.444	1.7	confidence	1	n/a	0.77
131.445	3.4	word	1	1	1.082
134.831	1.7	confidence	2	n/a	1.071
139.151	3.4	word	2	2	2.125
142.553	1.7	confidence	1	n/a	0.376
144.655	3.4	word	1	1	2.152
148.057	1.7	confidence	1	n/a	0.274
154.862	3.4	word	2	2	1.172
158.265	1.7	confidence	2	n/a	0.305
160.566	3.4	word	1	1	1.841
163.969	1.7	confidence	1	n/a	0.958
167.854	3.4	word	2	2	1.755
171.257	1.7	confidence	1	n/a	0.37
176.277	3.4	word	2	2	1.998
179.68	1.7	confidence	1	n/a	1.348
183.683	3.4	word	2	2	1.202
