onset	duration	trial_type	stimuli_response	correct_answer	reaction_time 
3.72	3.4	word	2	2	3.242 
7.122	1.7	confidence	*	n/a	* 
14.244	3.4	word	2	1	2.299 
17.646	1.7	confidence	1	n/a	1.074 
24.451	3.4	word	1	2	2.206 
27.854	1.7	confidence	2	n/a	0.433 
34.258	3.4	word	1	1	2.305 
37.661	1.7	confidence	1	n/a	0.297 
44.566	3.4	word	1	1	1.415 
47.968	1.7	confidence	1	n/a	1.45 
50.487	3.4	word	1	1	1.009 
53.889	1.7	confidence	4	n/a	0.423 
58.693	3.4	word	1	2	1.214 
62.095	1.7	confidence	3	n/a	0.398 
64.997	3.4	word	2	1	1.929 
68.4	1.7	confidence	2	n/a	0.525 
70.701	3.4	word	2	1	2.03 
74.104	1.7	confidence	2	n/a	1.123 
78.023	3.4	word	1	1	1.311 
81.426	1.7	confidence	3	n/a	0.393 
84.328	3.4	word	1	1	2.745 
87.73	1.7	confidence	2	n/a	1.182 
92.334	3.4	word	2	2	1.489 
95.736	1.7	confidence	2	n/a	0.675 
100.439	3.4	word	2	2	2.242 
103.842	1.7	confidence	2	n/a	0.389 
107.628	3.4	word	1	1	1.248 
111.03	1.7	confidence	4	n/a	0.445 
113.949	3.4	word	1	2	1.608 
117.352	1.7	confidence	2	n/a	0.268 
119.37	3.4	word	1	1	1.146 
122.772	1.7	confidence	4	n/a	0.516 
126.776	3.4	word	1	1	1.284 
130.178	1.7	confidence	2	n/a	0.397 
134.697	3.4	word	2	2	1.694 
138.1	1.7	confidence	2	n/a	0.455 
140.218	3.4	word	2	2	2.382 
143.62	1.7	confidence	1	n/a	0.434 
149.225	3.4	word	1	1	1.388 
152.627	1.7	confidence	2	n/a	0.808 
157.13	3.4	word	1	2	1.391 
160.533	1.7	confidence	3	n/a	0.531 
162.935	3.4	word	2	1	1.415 
166.337	1.7	confidence	2	n/a	0.519 
172.841	3.4	word	2	2	1.213 
176.244	1.7	confidence	3	n/a	0.935 
178.246	3.4	word	2	2	1.391 
181.647	1.7	confidence	2	n/a	0.365 
186.952	3.4	word	1	2	1.346 
190.354	1.7	confidence	2	n/a	1.207 
195.775	3.4	word	1	1	0.989 
199.177	1.7	confidence	4	n/a	0.464 
201.462	3.4	word	2	1	3.061 
204.865	1.7	confidence	1	n/a	0.586 
206.983	3.4	word	2	2	1.371 
210.385	1.7	confidence	2	n/a	0.438 
215.672	3.4	word	1	2	2.468 
219.075	1.7	confidence	2	n/a	0.568 
222.294	3.4	word	1	1	1.335 
225.696	1.7	confidence	4	n/a	0.399 
232.718	3.4	word	*	1	* 
236.121	1.7	confidence	4	n/a	0.415 
240.324	3.4	word	1	1	1.944 
243.726	1.7	confidence	3	n/a	0.431 
246.328	3.4	word	2	2	2.554 
249.73	1.7	confidence	2	n/a	0.902 
251.631	3.4	word	2	1	1.845 
255.034	1.7	confidence	1	n/a	0.334 
258.954	3.4	word	1	2	1.773 
262.356	1.7	confidence	2	n/a	0.491 
264.958	3.4	word	1	1	1.226 
268.36	1.7	confidence	3	n/a	0.466 
271.963	3.4	word	1	1	2.296 
275.365	1.7	confidence	1	n/a	0.473 
278.668	3.4	word	1	1	1.537 
282.07	1.7	confidence	3	n/a	0.47 
284.072	3.4	word	2	2	1.328 
287.474	1.7	confidence	3	n/a	0.421 
290.476	3.4	word	2	1	2.244 
293.879	1.7	confidence	1	n/a	0.796 
300.784	3.4	word	1	1	2.849 
304.186	1.7	confidence	2	n/a	0.418 
307.889	3.4	word	1	2	2.126 
311.291	1.7	confidence	1	n/a	0.747 
316.696	3.4	word	2	2	1.348 
320.097	1.7	confidence	2	n/a	0.489 
322.8	3.4	word	2	2	3.279 
326.202	1.7	confidence	2	n/a	1.108 
330.605	3.4	word	1	2	1.057 
334.008	1.7	confidence	2	n/a	0.389 
336.927	3.4	word	2	2	2.485 
340.329	1.7	confidence	1	n/a	0.493 
343.531	3.4	word	1	1	1.913 
346.933	1.7	confidence	2	n/a	0.371 
350.736	3.4	word	2	1	2.212 
354.139	1.7	confidence	1	n/a	0.784 
357.141	3.4	word	1	2	1.252 
360.543	1.7	confidence	*	n/a	* 
362.845	3.4	word	2	2	1.487 
366.248	1.7	confidence	3	n/a	0.297 
371.351	3.4	word	1	1	1.025 
374.753	1.7	confidence	4	n/a	0.436 
378.857	3.4	word	2	2	1.35 
382.259	1.7	confidence	3	n/a	0.773 
385.461	3.4	word	1	2	1.599 
388.864	1.7	confidence	3	n/a	0.458 
390.565	3.4	word	2	2	2.243 
393.967	1.7	confidence	1	n/a	0.395 
399.988	3.4	word	1	1	1.449 
403.391	1.7	confidence	3	n/a	0.429 
409.896	3.4	word	1	1	1.038 
413.298	1.7	confidence	2	n/a	0.357 
416.617	3.4	word	2	2	1.646 
420.019	1.7	confidence	1	n/a	0.563 
421.938	3.4	word	1	2	1.978 
425.34	1.7	confidence	2	n/a	0.701 
430.043	3.4	word	1	1	1.311 
433.446	1.7	confidence	4	n/a	0.442 
437.431	3.4	word	2	2	1.817 
440.834	1.7	confidence	2	n/a	0.809 
