onset	duration	trial_type	stimuli_response	correct_answer	reaction_time 
1.635	3.4	word	1	1	3.061 
5.02	1.7	confidence	1	n/a	1.087 
8.639	3.4	word	2	1	1.733 
12.042	1.7	confidence	3	n/a	0.964 
16.945	3.4	word	1	1	2.693 
20.332	1.7	confidence	2	n/a	1.204 
23.75	3.4	word	1	1	2.73 
27.153	1.7	confidence	2	n/a	0.576 
34.058	3.4	word	1	1	2.087 
37.46	1.7	confidence	4	n/a	0.383 
39.561	3.4	word	2	2	1.368 
42.964	1.7	confidence	3	n/a	0.454 
44.966	3.4	word	2	2	1.884 
48.368	1.7	confidence	3	n/a	0.334 
52.271	3.4	word	1	1	1.731 
55.674	1.7	confidence	2	n/a	0.299 
62.178	3.4	word	2	1	1.719 
65.581	1.7	confidence	3	n/a	0.565 
69.584	3.4	word	2	1	3.093 
72.986	1.7	confidence	2	n/a	1.05 
77.289	3.4	word	1	2	2.709 
80.691	1.7	confidence	1	n/a	1.421 
86.613	3.4	word	2	2	1.6 
90.015	1.7	confidence	4	n/a	0.477 
94.118	3.4	word	2	2	2.359 
97.521	1.7	confidence	3	n/a	0.486 
103.324	3.4	word	1	1	1.41 
106.726	1.7	confidence	4	n/a	0.47 
111.431	3.4	word	2	2	2.158 
114.833	1.7	confidence	2	n/a	1.153 
118.635	3.4	word	1	1	2.408 
122.038	1.7	confidence	2	n/a	0.346 
127.942	3.4	word	1	2	2.654 
131.345	1.7	confidence	3	n/a	0.533 
133.146	3.4	word	2	1	1.548 
136.549	1.7	confidence	3	n/a	0.604 
141.052	3.4	word	1	1	3.309 
144.454	1.7	confidence	1	n/a	1.117 
147.556	3.4	word	2	2	2.068 
150.959	1.7	confidence	2	n/a	0.303 
153.661	3.4	word	2	2	1.776 
157.063	1.7	confidence	2	n/a	0.654 
161.283	3.4	word	*	1	* 
164.685	1.7	confidence	*	n/a	* 
171.407	3.4	word	2	2	1.583 
174.809	1.7	confidence	3	n/a	0.515 
177.211	3.4	word	2	2	1.623 
180.614	1.7	confidence	3	n/a	0.454 
185.918	3.4	word	1	1	1.368 
189.32	1.7	confidence	4	n/a	0.365 
193.54	3.4	word	1	2	2.094 
196.942	1.7	confidence	3	n/a	0.782 
201.662	3.4	word	1	1	3.306 
205.065	1.7	confidence	3	n/a	1.117 
207.583	3.4	word	2	1	1.313 
210.986	1.7	confidence	1	n/a	1.248 
213.387	3.4	word	2	2	1.518 
216.789	1.7	confidence	3	n/a	0.362 
223.094	3.4	word	1	2	1.944 
226.497	1.7	confidence	2	n/a	0.782 
231.701	3.4	word	1	2	1.482 
235.103	1.7	confidence	3	n/a	0.393 
241.824	3.4	word	1	1	1.325 
245.227	1.7	confidence	4	n/a	0.711 
247.728	3.4	word	2	2	1.18 
251.131	1.7	confidence	4	n/a	0.545 
254.634	3.4	word	1	1	1.756 
258.036	1.7	confidence	2	n/a	0.63 
260.838	3.4	word	1	1	1.988 
264.241	1.7	confidence	3	n/a	0.578 
265.942	3.4	word	2	2	1.741 
269.344	1.7	confidence	3	n/a	0.554 
272.746	3.4	word	2	2	2.286 
276.149	1.7	confidence	3	n/a	0.544 
281.87	3.4	word	2	2	1.772 
285.272	1.7	confidence	2	n/a	0.522 
287.073	3.4	word	2	2	1.495 
290.476	1.7	confidence	4	n/a	0.491 
295.463	3.4	word	*	2	* 
298.866	1.7	confidence	*	n/a	* 
301.985	3.4	word	2	2	2.499 
305.387	1.7	confidence	2	n/a	0.865 
307.871	3.4	word	1	1	1.574 
311.274	1.7	confidence	3	n/a	0.543 
317.379	3.4	word	1	1	3.104 
320.781	1.7	confidence	1	n/a	0.7 
322.499	3.4	word	1	1	1.43 
325.902	1.7	confidence	4	n/a	0.337 
329.521	3.4	word	2	2	1.531 
332.923	1.7	confidence	3	n/a	0.543 
337.627	3.4	word	1	1	1.385 
341.029	1.7	confidence	4	n/a	0.468 
342.847	3.4	word	2	1	2.53 
346.233	1.7	confidence	2	n/a	1.05 
352.737	3.4	word	1	1	1.109 
356.14	1.7	confidence	4	n/a	0.374 
357.858	3.4	word	2	1	2.058 
361.26	1.7	confidence	3	n/a	0.926 
364.579	3.4	word	*	2	* 
367.982	1.7	confidence	*	n/a	* 
372.586	3.4	word	2	1	1.922 
375.988	1.7	confidence	2	n/a	0.366 
378.189	3.4	word	1	2	1.565 
381.591	1.7	confidence	4	n/a	0.428 
388.696	3.4	word	2	1	1.807 
392.099	1.7	confidence	3	n/a	0.51 
394.501	3.4	word	2	1	2.599 
397.903	1.7	confidence	2	n/a	1.003 
403.708	3.4	word	1	1	1.351 
407.11	1.7	confidence	4	n/a	0.476 
413.131	3.4	word	2	2	1.096 
416.534	1.7	confidence	4	n/a	0.413 
418.717	3.4	word	1	2	2.551 
422.12	1.7	confidence	1	n/a	0.658 
425.24	3.4	word	1	2	2.172 
428.642	1.7	confidence	1	n/a	0.309 
431.044	3.4	word	2	2	1.435 
434.446	1.7	confidence	3	n/a	0.441 
437.449	3.4	word	2	2	2.481 
440.851	1.7	confidence	2	n/a	0.526 
