onset	duration	trial_type	stimuli_response	correct_answer	reaction_time 
0.918	3.4	word	2	1	1.399 
4.32	1.7	confidence	2	n/a	0.373 
6.338	3.4	word	2	1	1.607 
9.74	1.7	confidence	3	n/a	0.383 
15.544	3.4	word	2	2	1.242 
18.947	1.7	confidence	3	n/a	1.125 
25.251	3.4	word	2	2	2.699 
28.654	1.7	confidence	1	n/a	0.33 
35.659	3.4	word	2	2	1.55 
39.061	1.7	confidence	4	n/a	0.465 
41.864	3.4	word	1	2	2.057 
45.266	1.7	confidence	1	n/a	0.38 
47.768	3.4	word	1	1	1.114 
51.17	1.7	confidence	4	n/a	0.445 
56.374	3.4	word	2	2	2.164 
59.776	1.7	confidence	1	n/a	0.786 
66.882	3.4	word	2	2	1.205 
70.284	1.7	confidence	3	n/a	0.563 
74.103	3.4	word	*	2	* 
77.506	1.7	confidence	*	n/a	* 
80.091	3.4	word	2	2	2.007 
83.493	1.7	confidence	2	n/a	0.351 
89.915	3.4	word	2	1	2.7 
93.317	1.7	confidence	2	n/a	0.618 
96.119	3.4	word	1	2	3.368 
99.522	1.7	confidence	1	n/a	0.831 
103.425	3.4	word	1	1	0.957 
106.827	1.7	confidence	4	n/a	1.034 
109.445	3.4	word	1	1	2.049 
112.848	1.7	confidence	4	n/a	0.65 
115.25	3.4	word	2	1	1.483 
118.652	1.7	confidence	3	n/a	0.408 
125.174	3.4	word	2	1	1.268 
128.576	1.7	confidence	3	n/a	0.547 
134.78	3.4	word	2	1	1.8 
138.183	1.7	confidence	2	n/a	0.658 
144.572	3.4	word	1	1	1.405 
147.973	1.7	confidence	4	n/a	0.608 
152.093	3.4	word	1	1	1.708 
155.495	1.7	confidence	4	n/a	0.582 
159.798	3.4	word	2	2	2.034 
163.201	1.7	confidence	2	n/a	0.862 
169.605	3.4	word	2	2	2.104 
173.008	1.7	confidence	3	n/a	0.946 
177.612	3.4	word	2	1	2.453 
181.014	1.7	confidence	2	n/a	1.205 
184.316	3.4	word	1	2	2.612 
187.718	1.7	confidence	1	n/a	1.201 
189.52	3.4	word	2	2	2.076 
192.922	1.7	confidence	2	n/a	0.815 
195.924	3.4	word	1	1	1.403 
199.327	1.7	confidence	2	n/a	0.548 
201.228	3.4	word	2	2	1.774 
204.631	1.7	confidence	4	n/a	0.708 
210.435	3.4	word	2	2	2.103 
213.838	1.7	confidence	3	n/a	0.926 
218.24	3.4	word	2	1	2.785 
221.643	1.7	confidence	2	n/a	0.562 
223.945	3.4	word	2	2	3.293 
227.347	1.7	confidence	*	n/a	* 
230.35	3.4	word	1	1	1.422 
233.751	1.7	confidence	*	n/a	* 
237.154	3.4	word	2	2	1.257 
240.556	1.7	confidence	4	n/a	0.409 
243.975	3.4	word	2	2	1.988 
247.378	1.7	confidence	2	n/a	0.443 
249.28	3.4	word	2	2	2.192 
252.682	1.7	confidence	2	n/a	1.392 
256.184	3.4	word	1	1	2.231 
259.587	1.7	confidence	3	n/a	1.203 
262.389	3.4	word	1	1	1.337 
265.791	1.7	confidence	2	n/a	0.381 
268.093	3.4	word	2	2	2.261 
271.495	1.7	confidence	3	n/a	0.396 
273.414	3.4	word	2	2	1.862 
276.816	1.7	confidence	3	n/a	0.761 
280.635	3.4	word	1	1	1.445 
284.038	1.7	confidence	4	n/a	0.706 
289.542	3.4	word	2	2	2.651 
292.944	1.7	confidence	2	n/a	0.24 
297.048	3.4	word	2	1	1.738 
300.449	1.7	confidence	2	n/a	0.713 
303.252	3.4	word	1	1	2.189 
306.654	1.7	confidence	3	n/a	0.376 
313.359	3.4	word	2	2	1.631 
316.762	1.7	confidence	3	n/a	0.511 
323.866	3.4	word	1	1	2.369 
327.269	1.7	confidence	1	n/a	1.392 
332.373	3.4	word	2	2	2.241 
335.775	1.7	confidence	4	n/a	0.838 
341.779	3.4	word	2	1	1.837 
345.182	1.7	confidence	3	n/a	0.672 
348.684	3.4	word	2	1	2.081 
352.087	1.7	confidence	2	n/a	0.862 
354.989	3.4	word	2	2	2.475 
358.391	1.7	confidence	1	n/a	0.299 
360.393	3.4	word	*	1	* 
363.795	1.7	confidence	1	n/a	0.132 
365.496	3.4	word	2	2	1.975 
368.899	1.7	confidence	4	n/a	0.578 
374.119	3.4	word	2	2	2.33 
377.522	1.7	confidence	1	n/a	0.434 
383.426	3.4	word	1	1	1.375 
386.828	1.7	confidence	4	n/a	0.549 
390.348	3.4	word	1	1	1.088 
393.75	1.7	confidence	4	n/a	0.675 
400.155	3.4	word	2	2	1.864 
403.557	1.7	confidence	2	n/a	0.872 
406.259	3.4	word	1	2	1.401 
409.661	1.7	confidence	4	n/a	0.792 
412.462	3.4	word	2	1	2.123 
415.866	1.7	confidence	2	n/a	0.541 
419.068	3.4	word	1	1	2.442 
422.469	1.7	confidence	2	n/a	1.319 
424.973	3.4	word	1	1	3.176 
428.375	1.7	confidence	1	n/a	1.104 
430.176	3.4	word	2	2	1.909 
433.579	1.7	confidence	1	n/a	0.422 
437.382	3.4	word	1	1	1.257 
440.784	1.7	confidence	3	n/a	0.462 
