onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
0.818	3.4	word	1	1	0.989
4.22	1.7	confidence	3	n/a	0.343
6.038	3.4	word	2	1	1.003
9.441	1.7	confidence	1	n/a	0.238
13.143	3.4	word	2	2	1.552
16.546	1.7	confidence	3	n/a	0.421
18.748	3.4	word	2	2	1.162
22.149	1.7	confidence	2	n/a	0.289
24.652	3.4	word	1	1	0.701
28.054	1.7	confidence	4	n/a	0.856
30.156	3.4	word	1	1	1.037
33.558	1.7	confidence	4	n/a	0.308
36.46	3.4	word	2	2	1.206
39.863	1.7	confidence	2	n/a	0.294
41.764	3.4	word	1	2	0.675
45.166	1.7	confidence	4	n/a	0.176
51.271	3.4	word	1	1	1.159
54.673	1.7	confidence	3	n/a	0.362
56.874	3.4	word	1	2	1.038
60.277	1.7	confidence	3	n/a	0.27
66.682	3.4	word	1	2	1.299
70.084	1.7	confidence	3	n/a	0.286
75.305	3.4	word	1	1	0.679
78.707	1.7	confidence	4	n/a	0.534
80.625	3.4	word	2	1	1.157
84.028	1.7	confidence	3	n/a	0.408
88.231	3.4	word	1	1	1.247
91.633	1.7	confidence	3	n/a	0.318
98.739	3.4	word	1	2	1.01
102.141	1.7	confidence	2	n/a	0.284
106.044	3.4	word	2	2	1.313
109.446	1.7	confidence	3	n/a	0.35
111.848	3.4	word	1	1	1.116
115.25	1.7	confidence	3	n/a	0.382
119.17	3.4	word	1	2	0.675
122.572	1.7	confidence	4	n/a	0.467
126.275	3.4	word	1	2	1.913
129.677	1.7	confidence	2	n/a	0.33
131.679	3.4	word	1	2	1.126
135.081	1.7	confidence	3	n/a	0.246
138.967	3.4	word	2	1	1.211
142.37	1.7	confidence	4	n/a	0.347
147.09	3.4	word	2	2	1.681
150.492	1.7	confidence	3	n/a	0.63
154.795	3.4	word	1	2	1.209
158.198	1.7	confidence	*	n/a	*
164.402	3.4	word	2	1	0.988
167.805	1.7	confidence	*	n/a	*
171.808	3.4	word	1	2	0.955
175.21	1.7	confidence	4	n/a	0.336
180.23	3.4	word	2	2	1.226
183.633	1.7	confidence	3	n/a	0.294
185.467	3.4	word	1	1	0.866
188.82	1.7	confidence	4	n/a	0.352
193.84	3.4	word	1	2	2.161
197.243	1.7	confidence	3	n/a	0.503
199.261	3.4	word	1	1	0.8
202.663	1.7	confidence	4	n/a	0.322
209.368	3.4	word	2	2	2.021
212.77	1.7	confidence	1	n/a	0.363
218.958	3.4	word	1	2	1.021
222.361	1.7	confidence	3	n/a	0.339
225.88	3.4	word	1	1	1.749
229.282	1.7	confidence	2	n/a	0.41
231.1	3.4	word	1	1	1.307
234.503	1.7	confidence	3	n/a	0.308
239.206	3.4	word	2	1	1.246
242.609	1.7	confidence	3	n/a	0.685
244.31	3.4	word	1	2	0.855
247.712	1.7	confidence	4	n/a	0.352
251.532	3.4	word	1	1	0.636
254.933	1.7	confidence	4	n/a	0.361
257.737	3.4	word	1	1	0.976
261.139	1.7	confidence	3	n/a	0.282
263.24	3.4	word	2	1	1.371
266.643	1.7	confidence	2	n/a	0.4
273.464	3.4	word	2	2	1.008
276.866	1.7	confidence	3	n/a	0.667
279.168	3.4	word	1	1	1.216
282.571	1.7	confidence	3	n/a	0.516
285.673	3.4	word	2	2	1.014
289.075	1.7	confidence	2	n/a	0.325
292.077	3.4	word	1	1	1.792
295.48	1.7	confidence	4	n/a	0.572
297.298	3.4	word	1	1	0.837
300.7	1.7	confidence	4	n/a	0.388
306.004	3.4	word	2	2	1.217
309.407	1.7	confidence	1	n/a	0.446
316.412	3.4	word	1	2	0.732
319.814	1.7	confidence	4	n/a	1.043
326.619	3.4	word	1	1	1.18
330.022	1.7	confidence	3	n/a	0.531
335.009	3.4	word	2	2	0.798
338.411	1.7	confidence	3	n/a	0.412
345.233	3.4	word	2	2	1.635
348.635	1.7	confidence	3	n/a	0.363
350.336	3.4	word	1	2	1.078
353.739	1.7	confidence	4	n/a	0.339
358.942	3.4	word	2	1	1.381
362.345	1.7	confidence	2	n/a	0.471
367.865	3.4	word	1	2	1.211
371.268	1.7	confidence	3	n/a	0.397
375.287	3.4	word	1	2	1.457
378.69	1.7	confidence	3	n/a	0.986
381.208	3.4	word	1	1	0.743
384.611	1.7	confidence	4	n/a	0.222
388.997	3.4	word	1	1	1.113
392.4	1.7	confidence	4	n/a	0.362
399.221	3.4	word	1	1	2.079
402.624	1.7	confidence	3	n/a	0.404
406.909	3.4	word	1	1	1.299
410.313	1.7	confidence	2	n/a	0.674
413.231	3.4	word	1	1	1.539
416.633	1.7	confidence	2	n/a	0.642
422.839	3.4	word	2	1	1.139
426.241	1.7	confidence	4	n/a	0.354
428.643	3.4	word	1	2	1.143
432.045	1.7	confidence	2	n/a	0.913
437.449	3.4	word	1	2	1.61
440.851	1.7	confidence	3	n/a	0.317
onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
0.818	3.4	word	1	1	0.989
4.22	1.7	confidence	3	n/a	0.343
6.038	3.4	word	2	1	1.003
9.441	1.7	confidence	1	n/a	0.238
13.143	3.4	word	2	2	1.552
16.546	1.7	confidence	3	n/a	0.421
18.748	3.4	word	2	2	1.162
22.149	1.7	confidence	2	n/a	0.289
24.652	3.4	word	1	1	0.701
28.054	1.7	confidence	4	n/a	0.856
30.156	3.4	word	1	1	1.037
33.558	1.7	confidence	4	n/a	0.308
36.46	3.4	word	2	2	1.206
39.863	1.7	confidence	2	n/a	0.294
41.764	3.4	word	1	2	0.675
45.166	1.7	confidence	4	n/a	0.176
51.271	3.4	word	1	1	1.159
54.673	1.7	confidence	3	n/a	0.362
56.874	3.4	word	1	2	1.038
60.277	1.7	confidence	3	n/a	0.27
66.682	3.4	word	1	2	1.299
70.084	1.7	confidence	3	n/a	0.286
75.305	3.4	word	1	1	0.679
78.707	1.7	confidence	4	n/a	0.534
80.625	3.4	word	2	1	1.157
84.028	1.7	confidence	3	n/a	0.408
88.231	3.4	word	1	1	1.247
91.633	1.7	confidence	3	n/a	0.318
98.739	3.4	word	1	2	1.01
102.141	1.7	confidence	2	n/a	0.284
106.044	3.4	word	2	2	1.313
109.446	1.7	confidence	3	n/a	0.35
111.848	3.4	word	1	1	1.116
115.25	1.7	confidence	3	n/a	0.382
119.17	3.4	word	1	2	0.675
122.572	1.7	confidence	4	n/a	0.467
126.275	3.4	word	1	2	1.913
129.677	1.7	confidence	2	n/a	0.33
131.679	3.4	word	1	2	1.126
135.081	1.7	confidence	3	n/a	0.246
138.967	3.4	word	2	1	1.211
142.37	1.7	confidence	4	n/a	0.347
147.09	3.4	word	2	2	1.681
150.492	1.7	confidence	3	n/a	0.63
154.795	3.4	word	1	2	1.209
158.198	1.7	confidence	*	n/a	*
164.402	3.4	word	2	1	0.988
167.805	1.7	confidence	*	n/a	*
171.808	3.4	word	1	2	0.955
175.21	1.7	confidence	4	n/a	0.336
180.23	3.4	word	2	2	1.226
183.633	1.7	confidence	3	n/a	0.294
185.467	3.4	word	1	1	0.866
188.82	1.7	confidence	4	n/a	0.352
193.84	3.4	word	1	2	2.161
197.243	1.7	confidence	3	n/a	0.503
199.261	3.4	word	1	1	0.8
202.663	1.7	confidence	4	n/a	0.322
209.368	3.4	word	2	2	2.021
212.77	1.7	confidence	1	n/a	0.363
218.958	3.4	word	1	2	1.021
222.361	1.7	confidence	3	n/a	0.339
225.88	3.4	word	1	1	1.749
229.282	1.7	confidence	2	n/a	0.41
231.1	3.4	word	1	1	1.307
234.503	1.7	confidence	3	n/a	0.308
239.206	3.4	word	2	1	1.246
242.609	1.7	confidence	3	n/a	0.685
244.31	3.4	word	1	2	0.855
247.712	1.7	confidence	4	n/a	0.352
251.532	3.4	word	1	1	0.636
254.933	1.7	confidence	4	n/a	0.361
257.737	3.4	word	1	1	0.976
261.139	1.7	confidence	3	n/a	0.282
263.24	3.4	word	2	1	1.371
266.643	1.7	confidence	2	n/a	0.4
273.464	3.4	word	2	2	1.008
276.866	1.7	confidence	3	n/a	0.667
279.168	3.4	word	1	1	1.216
282.571	1.7	confidence	3	n/a	0.516
285.673	3.4	word	2	2	1.014
289.075	1.7	confidence	2	n/a	0.325
292.077	3.4	word	1	1	1.792
295.48	1.7	confidence	4	n/a	0.572
297.298	3.4	word	1	1	0.837
300.7	1.7	confidence	4	n/a	0.388
306.004	3.4	word	2	2	1.217
309.407	1.7	confidence	1	n/a	0.446
316.412	3.4	word	1	2	0.732
319.814	1.7	confidence	4	n/a	1.043
326.619	3.4	word	1	1	1.18
330.022	1.7	confidence	3	n/a	0.531
335.009	3.4	word	2	2	0.798
338.411	1.7	confidence	3	n/a	0.412
345.233	3.4	word	2	2	1.635
348.635	1.7	confidence	3	n/a	0.363
350.336	3.4	word	1	2	1.078
353.739	1.7	confidence	4	n/a	0.339
358.942	3.4	word	2	1	1.381
362.345	1.7	confidence	2	n/a	0.471
367.865	3.4	word	1	2	1.211
371.268	1.7	confidence	3	n/a	0.397
375.287	3.4	word	1	2	1.457
378.69	1.7	confidence	3	n/a	0.986
381.208	3.4	word	1	1	0.743
384.611	1.7	confidence	4	n/a	0.222
388.997	3.4	word	1	1	1.113
392.4	1.7	confidence	4	n/a	0.362
399.221	3.4	word	1	1	2.079
402.624	1.7	confidence	3	n/a	0.404
406.909	3.4	word	1	1	1.299
410.313	1.7	confidence	2	n/a	0.674
413.231	3.4	word	1	1	1.539
416.633	1.7	confidence	2	n/a	0.642
422.839	3.4	word	2	1	1.139
426.241	1.7	confidence	4	n/a	0.354
428.643	3.4	word	1	2	1.143
432.045	1.7	confidence	2	n/a	0.913
437.449	3.4	word	1	2	1.61
440.851	1.7	confidence	3	n/a	0.317
