onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
4.72	3.4	word	2	1	1.161
8.123	1.7	confidence	2	n/a	0.313
14.143	3.4	word	1	1	1.002
17.546	1.7	confidence	3	n/a	0.338
20.965	3.4	word	1	2	0.922
24.368	1.7	confidence	3	n/a	0.288
28.17	3.4	word	2	2	1.098
31.573	1.7	confidence	4	n/a	0.388
34.175	3.4	word	1	2	0.7
37.577	1.7	confidence	4	n/a	0.318
40.579	3.4	word	2	1	1.228
43.982	1.7	confidence	2	n/a	0.32
47.467	3.4	word	1	1	0.998
50.87	1.7	confidence	4	n/a	0.366
53.889	3.4	word	1	1	0.659
57.291	1.7	confidence	4	n/a	0.396
64.396	3.4	word	1	1	0.862
67.799	1.7	confidence	4	n/a	0.366
74.521	3.4	word	1	2	0.991
77.923	1.7	confidence	4	n/a	0.4
79.824	3.4	word	1	2	1.168
83.227	1.7	confidence	3	n/a	0.468
89.515	3.4	word	1	2	0.7
92.916	1.7	confidence	4	n/a	0.343
95.636	3.4	word	1	2	1.74
99.038	1.7	confidence	2	n/a	0.418
102.24	3.4	word	2	1	1.133
105.643	1.7	confidence	2	n/a	0.346
110.746	3.4	word	2	2	1.901
114.149	1.7	confidence	3	n/a	0.604
116.75	3.4	word	1	1	1.323
120.136	1.7	confidence	3	n/a	0.528
122.155	3.4	word	1	1	1.259
125.557	1.7	confidence	3	n/a	0.344
129.86	3.4	word	2	2	2.081
133.262	1.7	confidence	2	n/a	0.895
140.268	3.4	word	1	2	1.202
143.67	1.7	confidence	*	n/a	*
150.775	3.4	word	1	2	0.737
154.177	1.7	confidence	4	n/a	0.322
159.982	3.4	word	2	2	1.007
163.384	1.7	confidence	2	n/a	0.342
166.703	3.4	word	1	2	0.692
170.106	1.7	confidence	4	n/a	0.406
176.61	3.4	word	1	1	0.779
180.013	1.7	confidence	4	n/a	0.46
185.5	3.4	word	1	2	1.837
188.903	1.7	confidence	2	n/a	1.07
195.324	3.4	word	2	2	0.766
198.726	1.7	confidence	1	n/a	0.349
203.93	3.4	word	2	2	1.663
207.332	1.7	confidence	4	n/a	0.518
210.835	3.4	word	2	1	1.212
214.237	1.7	confidence	3	n/a	0.37
217.14	3.4	word	1	2	1.281
220.542	1.7	confidence	3	n/a	0.649
222.844	3.4	word	1	2	0.996
226.246	1.7	confidence	4	n/a	0.725
230.049	3.4	word	2	1	1.0
233.451	1.7	confidence	*	n/a	*
235.452	3.4	word	1	1	0.73
238.855	1.7	confidence	4	n/a	0.263
241.374	3.4	word	2	1	1.113
244.776	1.7	confidence	2	n/a	0.757
246.577	3.4	word	1	2	0.913
249.963	1.7	confidence	4	n/a	0.43
251.881	3.4	word	2	2	1.235
255.284	1.7	confidence	2	n/a	0.363
