onset	duration	trial_type	stimuli_response	correct_answer	reaction_time 
0.518	3.4	word	1	2	1.777 
3.919	1.7	confidence	1	n/a	0.321 
10.925	3.4	word	2	2	1.48 
14.328	1.7	confidence	2	n/a	0.516 
19.731	3.4	word	1	2	1.662 
23.134	1.7	confidence	2	n/a	0.351 
26.636	3.4	word	1	1	1.529 
30.039	1.7	confidence	4	n/a	0.324 
34.342	3.4	word	2	2	1.219 
37.744	1.7	confidence	3	n/a	0.399 
43.848	3.4	word	1	1	1.57 
47.251	1.7	confidence	3	n/a	0.455 
49.253	3.4	word	1	1	1.476 
52.655	1.7	confidence	3	n/a	0.281 
57.659	3.4	word	2	2	1.617 
61.061	1.7	confidence	2	n/a	0.579 
65.064	3.4	word	1	2	1.357 
68.466	1.7	confidence	3	n/a	0.751 
73.954	3.4	word	2	2	1.695 
77.356	1.7	confidence	*	n/a	* 
82.576	3.4	word	2	1	0.903 
85.979	1.7	confidence	3	n/a	0.445 
90.983	3.4	word	2	2	1.608 
94.385	1.7	confidence	2	n/a	0.313 
96.186	3.4	word	2	1	1.599 
99.589	1.7	confidence	1	n/a	0.536 
106.394	3.4	word	1	2	1.651 
109.796	1.7	confidence	4	n/a	0.53 
113.699	3.4	word	2	1	1.78 
117.101	1.7	confidence	3	n/a	0.552 
119.203	3.4	word	1	1	1.71 
122.605	1.7	confidence	4	n/a	0.424 
126.808	3.4	word	2	1	1.754 
130.211	1.7	confidence	2	n/a	0.376 
134.13	3.4	word	2	2	1.618 
137.533	1.7	confidence	3	n/a	0.337 
142.236	3.4	word	2	2	2.07 
145.638	1.7	confidence	3	n/a	0.478 
151.842	3.4	word	1	1	1.66 
155.245	1.7	confidence	2	n/a	0.299 
159.632	3.4	word	2	1	1.844 
163.034	1.7	confidence	2	n/a	0.542 
165.153	3.4	word	2	1	1.84 
168.555	1.7	confidence	1	n/a	0.298 
171.657	3.4	word	1	2	1.287 
175.06	1.7	confidence	3	n/a	0.601 
177.945	3.4	word	1	2	1.402 
181.348	1.7	confidence	*	n/a	* 
186.068	3.4	word	1	1	1.493 
189.47	1.7	confidence	3	n/a	0.3 
194.474	3.4	word	1	2	1.705 
197.876	1.7	confidence	2	n/a	0.29 
204.681	3.4	word	1	1	1.473 
208.084	1.7	confidence	4	n/a	0.452 
210.585	3.4	word	2	1	1.302 
213.988	1.7	confidence	3	n/a	0.411 
220.427	3.4	word	2	2	2.242 
223.795	1.7	confidence	3	n/a	0.512 
225.613	3.4	word	1	1	1.359 
229.015	1.7	confidence	4	n/a	0.398 
230.817	3.4	word	2	1	1.539 
234.219	1.7	confidence	2	n/a	0.538 
235.903	3.4	word	2	2	1.015 
239.306	1.7	confidence	4	n/a	0.631 
244.526	3.4	word	2	1	1.501 
247.928	1.7	confidence	1	n/a	0.789 
249.83	3.4	word	2	1	1.254 
253.232	1.7	confidence	4	n/a	0.283 
259.437	3.4	word	2	2	1.096 
262.84	1.7	confidence	3	n/a	0.286 
266.543	3.4	word	2	2	1.598 
269.944	1.7	confidence	2	n/a	0.358 
271.646	3.4	word	2	2	1.571 
275.048	1.7	confidence	3	n/a	0.35 
277.367	3.4	word	1	1	1.227 
280.753	1.7	confidence	4	n/a	0.384 
284.772	3.4	word	2	2	1.887 
288.174	1.7	confidence	3	n/a	0.291 
290.193	3.4	word	1	2	2.038 
293.595	1.7	confidence	3	n/a	0.408 
295.997	3.4	word	1	1	1.406 
299.399	1.7	confidence	2	n/a	0.228 
301.201	3.4	word	1	1	1.105 
304.603	1.7	confidence	3	n/a	0.421 
308.906	3.4	word	2	1	1.403 
312.308	1.7	confidence	1	n/a	0.351 
319.113	3.4	word	1	2	2.103 
322.516	1.7	confidence	1	n/a	0.311 
326.219	3.4	word	1	2	1.646 
329.621	1.7	confidence	1	n/a	0.705 
331.823	3.4	word	2	2	0.937 
335.225	1.7	confidence	2	n/a	1.1 
341.429	3.4	word	1	1	2.229 
344.832	1.7	confidence	1	n/a	0.634 
350.136	3.4	word	2	2	1.837 
353.538	1.7	confidence	2	n/a	0.46 
360.343	3.4	word	1	1	1.982 
363.745	1.7	confidence	2	n/a	0.61 
366.548	3.4	word	2	1	1.354 
369.95	1.7	confidence	1	n/a	1.147 
372.852	3.4	word	1	1	1.436 
376.255	1.7	confidence	3	n/a	0.365 
378.773	3.4	word	1	1	0.935 
382.176	1.7	confidence	1	n/a	1.02 
385.194	3.4	word	2	1	0.904 
388.597	1.7	confidence	2	n/a	0.351 
395.702	3.4	word	2	2	1.193 
399.088	1.7	confidence	3	n/a	0.362 
402.907	3.4	word	2	1	1.664 
406.309	1.7	confidence	3	n/a	0.58 
413.014	3.4	word	2	2	1.688 
416.417	1.7	confidence	1	n/a	0.727 
418.318	3.4	word	2	2	1.894 
421.721	1.7	confidence	4	n/a	0.518 
424.122	3.4	word	1	2	1.2 
427.525	1.7	confidence	3	n/a	0.26 
431.428	3.4	word	2	2	1.591 
434.83	1.7	confidence	3	n/a	0.262 
437.332	3.4	word	1	1	1.152 
440.734	1.7	confidence	4	n/a	0.443 
