onset	duration	trial_type	stimuli_response	correct_answer	reaction_time 
2.119	3.4	word	1	1	1.985 
5.521	1.7	confidence	2	n/a	0.393 
8.239	3.4	word	1	2	1.591 
11.643	1.7	confidence	1	n/a	0.48 
17.547	3.4	word	2	1	1.121 
20.949	1.7	confidence	2	n/a	0.255 
24.752	3.4	word	2	2	1.23 
28.154	1.7	confidence	4	n/a	0.622 
32.758	3.4	word	1	1	1.295 
36.16	1.7	confidence	3	n/a	0.321 
39.362	3.4	word	2	1	1.245 
42.765	1.7	confidence	1	n/a	0.312 
49.17	3.4	word	2	2	1.656 
52.572	1.7	confidence	2	n/a	0.356 
55.174	3.4	word	1	1	1.502 
58.56	1.7	confidence	3	n/a	1.214 
60.478	3.4	word	2	2	1.683 
63.88	1.7	confidence	4	n/a	0.394 
66.682	3.4	word	2	2	1.935 
70.084	1.7	confidence	3	n/a	0.571 
73.987	3.4	word	2	1	1.512 
77.39	1.7	confidence	3	n/a	0.49 
79.408	3.4	word	1	1	1.529 
82.81	1.7	confidence	1	n/a	1.058 
86.213	3.4	word	2	2	1.787 
89.615	1.7	confidence	2	n/a	0.565 
92.117	3.4	word	1	1	1.121 
95.52	1.7	confidence	2	n/a	0.733 
97.421	3.4	word	1	2	1.602 
100.823	1.7	confidence	1	n/a	1.003 
104.926	3.4	word	1	1	2.079 
108.329	1.7	confidence	3	n/a	0.403 
110.73	3.4	word	1	1	1.187 
114.133	1.7	confidence	3	n/a	0.944 
116.935	3.4	word	1	1	2.181 
120.337	1.7	confidence	2	n/a	0.541 
125.541	3.4	word	1	2	1.419 
128.944	1.7	confidence	4	n/a	0.299 
130.845	3.4	word	1	2	1.692 
134.247	1.7	confidence	2	n/a	0.683 
139.451	3.4	word	2	2	1.741 
142.854	1.7	confidence	3	n/a	0.279 
149.959	3.4	word	1	1	1.906 
153.361	1.7	confidence	2	n/a	0.515 
160.483	3.4	word	1	2	1.837 
163.885	1.7	confidence	1	n/a	0.529 
170.59	3.4	word	2	2	1.716 
173.993	1.7	confidence	3	n/a	0.538 
178.312	3.4	word	2	2	1.855 
181.715	1.7	confidence	2	n/a	1.085 
185.218	3.4	word	1	1	1.327 
188.62	1.7	confidence	2	n/a	0.418 
195.023	3.4	word	1	1	0.97 
198.427	1.7	confidence	3	n/a	0.846 
205.431	3.4	word	2	2	1.921 
208.834	1.7	confidence	2	n/a	0.318 
215.256	3.4	word	2	2	2.129 
218.658	1.7	confidence	1	n/a	1.071 
222.161	3.4	word	1	1	1.744 
225.563	1.7	confidence	2	n/a	0.253 
228.965	3.4	word	1	2	1.367 
232.368	1.7	confidence	2	n/a	0.292 
235.17	3.4	word	1	2	1.227 
238.556	1.7	confidence	3	n/a	0.984 
240.874	3.4	word	2	2	1.317 
244.26	1.7	confidence	2	n/a	0.35 
246.078	3.4	word	2	2	1.543 
249.463	1.7	confidence	3	n/a	0.524 
252.382	3.4	word	1	2	1.903 
255.785	1.7	confidence	1	n/a	1.012 
262.189	3.4	word	2	1	1.609 
265.592	1.7	confidence	3	n/a	0.411 
271.796	3.4	word	1	1	2.065 
275.199	1.7	confidence	1	n/a	0.255 
277.517	3.4	word	1	2	1.614 
280.92	1.7	confidence	4	n/a	0.317 
284.222	3.4	word	2	2	1.128 
287.624	1.7	confidence	3	n/a	0.39 
292.027	3.4	word	2	1	1.459 
295.43	1.7	confidence	4	n/a	0.363 
298.949	3.4	word	2	1	1.682 
302.352	1.7	confidence	3	n/a	0.249 
304.353	3.4	word	1	1	1.843 
307.756	1.7	confidence	2	n/a	0.379 
314.06	3.4	word	*	2	* 
317.462	1.7	confidence	3	n/a	1.103 
323.283	3.4	word	2	2	2.088 
326.686	1.7	confidence	4	n/a	0.395 
330.789	3.4	word	1	1	1.648 
334.191	1.7	confidence	4	n/a	0.383 
336.793	3.4	word	1	1	1.758 
340.196	1.7	confidence	2	n/a	0.303 
343.198	3.4	word	2	1	2.296 
346.6	1.7	confidence	3	n/a	0.427 
350.403	3.4	word	1	1	1.934 
353.805	1.7	confidence	3	n/a	0.234 
356.307	3.4	word	1	1	1.408 
359.709	1.7	confidence	3	n/a	1.129 
366.214	3.4	word	*	1	* 
369.617	1.7	confidence	1	n/a	1.202 
375.621	3.4	word	2	1	1.647 
379.023	1.7	confidence	3	n/a	0.25 
384.828	3.4	word	2	2	2.083 
388.23	1.7	confidence	1	n/a	0.602 
389.931	3.4	word	2	2	2.24 
393.334	1.7	confidence	1	n/a	0.496 
395.953	3.4	word	2	2	1.189 
399.355	1.7	confidence	2	n/a	0.291 
402.14	3.4	word	1	1	1.31 
405.542	1.7	confidence	3	n/a	0.404 
408.561	3.4	word	1	1	1.843 
411.964	1.7	confidence	2	n/a	0.254 
417.468	3.4	word	1	2	2.011 
420.87	1.7	confidence	3	n/a	0.276 
425.974	3.4	word	1	2	1.831 
429.376	1.7	confidence	2	n/a	0.691 
432.195	3.4	word	2	1	1.642 
435.597	1.7	confidence	1	n/a	1.321 
437.399	3.4	word	2	2	1.749 
440.801	1.7	confidence	1	n/a	0.266 
