onset	duration	trial_type	stimuli_response	correct_answer	reaction_time 
0.0160000000001	3.4	word	1	2	1.272 
3.419	1.7	confidence	3	n/a	0.329 
9.941	3.4	word	1	1	1.39 
13.343	1.7	confidence	*	n/a	* 
15.445	3.4	word	1	2	1.37 
18.847	1.7	confidence	2	n/a	0.381 
22.75	3.4	word	2	2	1.567 
26.152	1.7	confidence	1	n/a	0.597 
29.955	3.4	word	1	1	1.164 
33.357	1.7	confidence	4	n/a	0.647 
36.66	3.4	word	1	1	1.004 
40.062	1.7	confidence	3	n/a	0.573 
44.165	3.4	word	2	2	1.481 
47.568	1.7	confidence	1	n/a	0.934 
52.071	3.4	word	1	2	1.636 
55.473	1.7	confidence	1	n/a	0.275 
62.278	3.4	word	1	2	1.58 
65.68	1.7	confidence	3	n/a	0.272 
72.686	3.4	word	1	1	1.622 
76.088	1.7	confidence	1	n/a	0.408 
78.991	3.4	word	1	1	1.443 
82.393	1.7	confidence	4	n/a	0.297 
87.096	3.4	word	2	1	1.529 
90.499	1.7	confidence	1	n/a	1.493 
92.5	3.4	word	1	2	1.844 
95.886	1.7	confidence	1	n/a	0.335 
99.604	3.4	word	2	2	1.138 
103.007	1.7	confidence	2	n/a	0.302 
106.01	3.4	word	2	2	1.464 
109.412	1.7	confidence	2	n/a	0.466 
115.817	3.4	word	1	1	0.684 
119.219	1.7	confidence	4	n/a	0.355 
121.604	3.4	word	1	1	1.05 
125.007	1.7	confidence	*	n/a	* 
126.925	3.4	word	1	2	1.149 
130.327	1.7	confidence	3	n/a	0.46 
137.232	3.4	word	1	1	1.199 
140.635	1.7	confidence	2	n/a	0.736 
145.722	3.4	word	2	1	1.069 
149.124	1.7	confidence	1	n/a	1.312 
154.544	3.4	word	*	2	* 
157.947	1.7	confidence	4	n/a	0.283 
163.268	3.4	word	1	2	1.485 
166.67	1.7	confidence	1	n/a	0.378 
169.973	3.4	word	2	2	1.202 
173.375	1.7	confidence	3	n/a	0.899 
180.28	3.4	word	1	1	1.695 
183.682	1.7	confidence	2	n/a	0.542 
187.585	3.4	word	2	1	1.705 
190.987	1.7	confidence	1	n/a	0.325 
193.589	3.4	word	1	1	1.174 
196.992	1.7	confidence	4	n/a	0.426 
199.494	3.4	word	2	1	1.236 
202.896	1.7	confidence	1	n/a	0.24 
208.9	3.4	word	2	1	1.811 
212.303	1.7	confidence	2	n/a	0.324 
217.006	3.4	word	2	2	1.278 
220.409	1.7	confidence	2	n/a	0.24 
225.212	3.4	word	2	2	0.913 
228.614	1.7	confidence	4	n/a	0.255 
230.916	3.4	word	1	1	1.049 
234.319	1.7	confidence	1	n/a	0.583 
237.021	3.4	word	2	2	1.483 
240.423	1.7	confidence	4	n/a	0.31 
244.026	3.4	word	1	1	1.355 
247.428	1.7	confidence	2	n/a	0.425 
250.33	3.4	word	2	2	1.687 
253.732	1.7	confidence	2	n/a	0.659 
255.835	3.4	word	1	2	1.185 
259.237	1.7	confidence	4	n/a	0.375 
263.239	3.4	word	1	1	1.107 
266.642	1.7	confidence	4	n/a	0.411 
269.844	3.4	word	1	1	1.543 
273.247	1.7	confidence	1	n/a	0.2 
278.55	3.4	word	2	2	2.186 
281.953	1.7	confidence	1	n/a	0.335 
284.571	3.4	word	2	2	1.977 
287.974	1.7	confidence	1	n/a	1.075 
294.479	3.4	word	2	2	1.355 
297.881	1.7	confidence	1	n/a	1.196 
305.003	3.4	word	1	1	1.6 
308.405	1.7	confidence	3	n/a	0.258 
312.808	3.4	word	2	2	1.685 
316.211	1.7	confidence	2	n/a	0.403 
319.413	3.4	word	2	2	1.456 
322.816	1.7	confidence	4	n/a	0.291 
328.42	3.4	word	2	1	1.204 
331.822	1.7	confidence	1	n/a	0.428 
334.824	3.4	word	2	1	1.285 
338.227	1.7	confidence	1	n/a	0.632 
341.129	3.4	word	2	2	1.067 
344.531	1.7	confidence	4	n/a	0.201 
349.952	3.4	word	2	2	1.517 
353.354	1.7	confidence	1	n/a	0.321 
357.157	3.4	word	2	1	1.479 
360.56	1.7	confidence	3	n/a	0.664 
362.561	3.4	word	1	2	1.033 
365.963	1.7	confidence	1	n/a	0.244 
368.282	3.4	word	2	2	1.028 
371.683	1.7	confidence	1	n/a	1.042 
374.887	3.4	word	1	1	1.157 
378.289	1.7	confidence	2	n/a	0.254 
383.676	3.4	word	1	1	1.109 
387.079	1.7	confidence	*	n/a	* 
388.997	3.4	word	2	1	1.483 
392.399	1.7	confidence	2	n/a	0.243 
394.701	3.4	word	2	1	1.029 
398.103	1.7	confidence	1	n/a	0.46 
402.706	3.4	word	2	2	1.687 
406.109	1.7	confidence	2	n/a	0.246 
410.312	3.4	word	1	1	1.383 
413.714	1.7	confidence	3	n/a	0.206 
418.218	3.4	word	2	2	1.172 
421.619	1.7	confidence	1	n/a	0.433 
425.622	3.4	word	2	2	1.514 
429.025	1.7	confidence	*	n/a	* 
431.927	3.4	word	1	1	1.019 
435.33	1.7	confidence	3	n/a	0.249 
437.331	3.4	word	1	1	1.838 
440.734	1.7	confidence	1	n/a	0.19 
