onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
4.82	3.4	word	2	1	1.209
8.223	1.7	confidence	3	n/a	0.286
10.541	3.4	word	1	1	1.144
13.943	1.7	confidence	4	n/a	0.325
17.146	3.4	word	2	1	1.057
20.548	1.7	confidence	3	n/a	0.777
23.05	3.4	word	1	1	1.095
26.452	1.7	confidence	4	n/a	0.348
32.857	3.4	word	2	1	0.883
36.259	1.7	confidence	3	n/a	0.379
40.663	3.4	word	2	2	1.304
44.065	1.7	confidence	2	n/a	0.462
50.97	3.4	word	1	1	1.655
54.372	1.7	confidence	2	n/a	0.54
59.676	3.4	word	1	2	1.122
63.079	1.7	confidence	3	n/a	0.658
66.681	3.4	word	2	1	1.171
70.084	1.7	confidence	4	n/a	0.308
73.403	3.4	word	1	2	1.35
76.805	1.7	confidence	1	n/a	1.363
78.706	3.4	word	2	2	1.088
82.109	1.7	confidence	2	n/a	0.448
83.81	3.4	word	1	2	2.195
87.212	1.7	confidence	1	n/a	0.384
89.331	3.4	word	1	2	1.393
92.733	1.7	confidence	1	n/a	0.387
98.353	3.4	word	1	1	1.743
101.756	1.7	confidence	3	n/a	0.574
108.661	3.4	word	1	1	0.912
112.064	1.7	confidence	3	n/a	0.311
114.165	3.4	word	1	2	0.892
117.568	1.7	confidence	2	n/a	0.402
122.871	3.4	word	1	2	1.384
126.274	1.7	confidence	1	n/a	0.367
130.077	3.4	word	2	1	1.214
133.479	1.7	confidence	3	n/a	0.539
136.465	3.4	word	1	1	1.459
139.867	1.7	confidence	1	n/a	0.34
141.885	3.4	word	2	2	1.118
145.271	1.7	confidence	3	n/a	0.344
147.589	3.4	word	2	2	1.268
150.992	1.7	confidence	2	n/a	0.262
155.595	3.4	word	1	2	2.242
158.997	1.7	confidence	1	n/a	0.637
164.384	3.4	word	1	1	1.173
167.787	1.7	confidence	4	n/a	0.379
171.006	3.4	word	1	2	0.984
174.408	1.7	confidence	2	n/a	0.744
176.727	3.4	word	2	1	1.341
180.129	1.7	confidence	3	n/a	0.586
186.934	3.4	word	2	2	1.348
190.336	1.7	confidence	3	n/a	0.844
194.039	3.4	word	1	2	1.495
197.442	1.7	confidence	2	n/a	0.359
201.445	3.4	word	1	2	1.222
204.847	1.7	confidence	2	n/a	0.329
211.852	3.4	word	1	1	1.749
215.254	1.7	confidence	1	n/a	0.338
222.358	3.4	word	1	1	1.345
225.762	1.7	confidence	2	n/a	0.806
227.763	3.4	word	2	1	1.377
231.166	1.7	confidence	1	n/a	0.284
236.269	3.4	word	1	1	1.245
239.672	1.7	confidence	1	n/a	0.541
242.874	3.4	word	2	1	1.575
