onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
0.117	3.4	word	*	2	*
3.503	1.7	confidence	2	n/a	1.613
7.322	3.4	word	1	1	2.324
10.725	1.7	confidence	*	n/a	*
13.727	3.4	word	2	2	1.978
17.13	1.7	confidence	*	n/a	*
21.833	3.4	word	2	1	1.482
25.235	1.7	confidence	3	n/a	1.139
30.439	3.4	word	2	2	1.316
33.842	1.7	confidence	3	n/a	0.398
35.542	3.4	word	1	1	1.013
38.945	1.7	confidence	3	n/a	0.563
40.763	3.4	word	1	1	1.382
44.166	1.7	confidence	4	n/a	0.929
45.867	3.4	word	1	1	1.578
49.27	1.7	confidence	4	n/a	0.443
53.989	3.4	word	1	2	2.043
57.392	1.7	confidence	2	n/a	0.588
59.193	3.4	word	2	1	2.639
62.596	1.7	confidence	1	n/a	0.889
67.499	3.4	word	2	1	1.848
70.902	1.7	confidence	1	n/a	0.233
75.605	3.4	word	2	1	1.243
79.008	1.7	confidence	*	n/a	*
85.712	3.4	word	1	1	1.617
89.115	1.7	confidence	4	n/a	0.282
95.119	3.4	word	1	2	1.503
98.521	1.7	confidence	2	n/a	0.322
101.324	3.4	word	1	1	1.282
104.726	1.7	confidence	4	n/a	0.358
110.53	3.4	word	1	1	1.556
113.933	1.7	confidence	3	n/a	0.333
119.637	3.4	word	2	2	1.4
123.039	1.7	confidence	2	n/a	0.436
130.145	3.4	word	1	1	2.157
133.547	1.7	confidence	4	n/a	0.657
139.651	3.4	word	1	1	1.589
143.054	1.7	confidence	3	n/a	0.65
145.455	3.4	word	2	2	1.725
148.858	1.7	confidence	2	n/a	0.982
152.46	3.4	word	1	1	2.012
155.863	1.7	confidence	4	n/a	0.379
161.784	3.4	word	2	2	2.246
165.186	1.7	confidence	1	n/a	0.32
169.389	3.4	word	1	1	1.718
172.792	1.7	confidence	3	n/a	0.363
176.094	3.4	word	1	1	2.442
179.496	1.7	confidence	2	n/a	0.312
182.599	3.4	word	2	2	1.783
186.001	1.7	confidence	3	n/a	1.112
189.103	3.4	word	2	2	1.664
192.506	1.7	confidence	1	n/a	1.134
199.01	3.4	word	1	1	1.982
202.413	1.7	confidence	4	n/a	0.626
205.515	3.4	word	2	2	2.147
208.918	1.7	confidence	2	n/a	0.841
212.537	3.4	word	1	2	2.31
215.939	1.7	confidence	2	n/a	0.725
218.041	3.4	word	2	2	1.571
221.443	1.7	confidence	2	n/a	1.175
224.846	3.4	word	1	2	1.718
228.248	1.7	confidence	2	n/a	0.448
230.95	3.4	word	2	2	2.951
234.352	1.7	confidence	1	n/a	0.924
241.274	3.4	word	1	1	1.214
244.677	1.7	confidence	4	n/a	0.321
249.68	3.4	word	1	2	1.426
253.083	1.7	confidence	3	n/a	0.485
259.387	3.4	word	1	2	1.633
262.79	1.7	confidence	3	n/a	0.354
266.693	3.4	word	2	1	1.402
270.095	1.7	confidence	*	n/a	*
274.098	3.4	word	1	1	1.619
277.5	1.7	confidence	4	n/a	0.279
279.702	3.4	word	1	2	2.772
283.104	1.7	confidence	1	n/a	0.729
285.606	3.4	word	2	1	1.591
289.009	1.7	confidence	1	n/a	0.721
292.511	3.4	word	1	1	2.561
295.913	1.7	confidence	2	n/a	0.739
298.415	3.4	word	1	2	1.845
301.817	1.7	confidence	3	n/a	0.919
307.622	3.4	word	2	1	1.238
311.024	1.7	confidence	3	n/a	1.126
314.31	3.4	word	2	2	2.603
317.712	1.7	confidence	2	n/a	0.449
320.23	3.4	word	2	1	3.022
323.633	1.7	confidence	1	n/a	0.566
326.035	3.4	word	1	1	1.62
329.437	1.7	confidence	1	n/a	1.612
335.342	3.4	word	2	2	1.831
338.744	1.7	confidence	*	n/a	*
340.446	3.4	word	2	2	0.128
343.848	1.7	confidence	2	n/a	0.901
345.866	3.4	word	2	2	2.452
349.268	1.7	confidence	1	n/a	1.346
351.67	3.4	word	*	2	*
355.072	1.7	confidence	2	n/a	1.419
359.158	3.4	word	1	2	1.284
362.561	1.7	confidence	3	n/a	0.284
364.98	3.4	word	2	2	2.206
368.382	1.7	confidence	3	n/a	0.508
372.985	3.4	word	1	1	2.346
376.388	1.7	confidence	2	n/a	0.775
382.91	3.4	word	1	1	2.022
386.311	1.7	confidence	3	n/a	1.318
390.815	3.4	word	2	1	1.56
394.216	1.7	confidence	2	n/a	0.86
398.42	3.4	word	1	2	1.294
401.823	1.7	confidence	2	n/a	0.733
406.126	3.4	word	2	2	1.531
409.528	1.7	confidence	3	n/a	0.573
416.232	3.4	word	*	2	*
419.635	1.7	confidence	1	n/a	1.64
423.038	3.4	word	2	1	1.611
426.44	1.7	confidence	*	n/a	*
431.744	3.4	word	1	1	1.506
435.147	1.7	confidence	*	n/a	*
437.348	3.4	word	1	2	1.501
440.751	1.7	confidence	3	n/a	0.289
onset	duration	trial_type	stimuli_response	correct_answer	reaction_time
0.117	3.4	word	*	2	*
3.503	1.7	confidence	2	n/a	1.613
7.322	3.4	word	1	1	2.324
10.725	1.7	confidence	*	n/a	*
13.727	3.4	word	2	2	1.978
17.13	1.7	confidence	*	n/a	*
21.833	3.4	word	2	1	1.482
25.235	1.7	confidence	3	n/a	1.139
30.439	3.4	word	2	2	1.316
33.842	1.7	confidence	3	n/a	0.398
35.542	3.4	word	1	1	1.013
38.945	1.7	confidence	3	n/a	0.563
40.763	3.4	word	1	1	1.382
44.166	1.7	confidence	4	n/a	0.929
45.867	3.4	word	1	1	1.578
49.27	1.7	confidence	4	n/a	0.443
53.989	3.4	word	1	2	2.043
57.392	1.7	confidence	2	n/a	0.588
59.193	3.4	word	2	1	2.639
62.596	1.7	confidence	1	n/a	0.889
67.499	3.4	word	2	1	1.848
70.902	1.7	confidence	1	n/a	0.233
75.605	3.4	word	2	1	1.243
79.008	1.7	confidence	*	n/a	*
85.712	3.4	word	1	1	1.617
89.115	1.7	confidence	4	n/a	0.282
95.119	3.4	word	1	2	1.503
98.521	1.7	confidence	2	n/a	0.322
101.324	3.4	word	1	1	1.282
104.726	1.7	confidence	4	n/a	0.358
110.53	3.4	word	1	1	1.556
113.933	1.7	confidence	3	n/a	0.333
119.637	3.4	word	2	2	1.4
123.039	1.7	confidence	2	n/a	0.436
130.145	3.4	word	1	1	2.157
133.547	1.7	confidence	4	n/a	0.657
139.651	3.4	word	1	1	1.589
143.054	1.7	confidence	3	n/a	0.65
145.455	3.4	word	2	2	1.725
148.858	1.7	confidence	2	n/a	0.982
152.46	3.4	word	1	1	2.012
155.863	1.7	confidence	4	n/a	0.379
161.784	3.4	word	2	2	2.246
165.186	1.7	confidence	1	n/a	0.32
169.389	3.4	word	1	1	1.718
172.792	1.7	confidence	3	n/a	0.363
176.094	3.4	word	1	1	2.442
179.496	1.7	confidence	2	n/a	0.312
182.599	3.4	word	2	2	1.783
186.001	1.7	confidence	3	n/a	1.112
189.103	3.4	word	2	2	1.664
192.506	1.7	confidence	1	n/a	1.134
199.01	3.4	word	1	1	1.982
202.413	1.7	confidence	4	n/a	0.626
205.515	3.4	word	2	2	2.147
208.918	1.7	confidence	2	n/a	0.841
212.537	3.4	word	1	2	2.31
215.939	1.7	confidence	2	n/a	0.725
218.041	3.4	word	2	2	1.571
221.443	1.7	confidence	2	n/a	1.175
224.846	3.4	word	1	2	1.718
228.248	1.7	confidence	2	n/a	0.448
230.95	3.4	word	2	2	2.951
234.352	1.7	confidence	1	n/a	0.924
241.274	3.4	word	1	1	1.214
244.677	1.7	confidence	4	n/a	0.321
249.68	3.4	word	1	2	1.426
253.083	1.7	confidence	3	n/a	0.485
259.387	3.4	word	1	2	1.633
262.79	1.7	confidence	3	n/a	0.354
266.693	3.4	word	2	1	1.402
270.095	1.7	confidence	*	n/a	*
274.098	3.4	word	1	1	1.619
277.5	1.7	confidence	4	n/a	0.279
279.702	3.4	word	1	2	2.772
283.104	1.7	confidence	1	n/a	0.729
285.606	3.4	word	2	1	1.591
289.009	1.7	confidence	1	n/a	0.721
292.511	3.4	word	1	1	2.561
295.913	1.7	confidence	2	n/a	0.739
298.415	3.4	word	1	2	1.845
301.817	1.7	confidence	3	n/a	0.919
307.622	3.4	word	2	1	1.238
311.024	1.7	confidence	3	n/a	1.126
314.31	3.4	word	2	2	2.603
317.712	1.7	confidence	2	n/a	0.449
320.23	3.4	word	2	1	3.022
323.633	1.7	confidence	1	n/a	0.566
326.035	3.4	word	1	1	1.62
329.437	1.7	confidence	1	n/a	1.612
335.342	3.4	word	2	2	1.831
338.744	1.7	confidence	*	n/a	*
340.446	3.4	word	2	2	0.128
343.848	1.7	confidence	2	n/a	0.901
345.866	3.4	word	2	2	2.452
349.268	1.7	confidence	1	n/a	1.346
351.67	3.4	word	*	2	*
355.072	1.7	confidence	2	n/a	1.419
359.158	3.4	word	1	2	1.284
362.561	1.7	confidence	3	n/a	0.284
364.98	3.4	word	2	2	2.206
368.382	1.7	confidence	3	n/a	0.508
372.985	3.4	word	1	1	2.346
376.388	1.7	confidence	2	n/a	0.775
382.91	3.4	word	1	1	2.022
386.311	1.7	confidence	3	n/a	1.318
390.815	3.4	word	2	1	1.56
394.216	1.7	confidence	2	n/a	0.86
398.42	3.4	word	1	2	1.294
401.823	1.7	confidence	2	n/a	0.733
406.126	3.4	word	2	2	1.531
409.528	1.7	confidence	3	n/a	0.573
416.232	3.4	word	*	2	*
419.635	1.7	confidence	1	n/a	1.64
423.038	3.4	word	2	1	1.611
426.44	1.7	confidence	*	n/a	*
431.744	3.4	word	1	1	1.506
435.147	1.7	confidence	*	n/a	*
437.348	3.4	word	1	2	1.501
440.751	1.7	confidence	3	n/a	0.289
